MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT016,DC003,214,217,178,179,220,148,147,141,192,238
MT017,DC003,130,213,154,226,140,151,160,232,175,216
MT018,DC003,226,166,151,156,154,197,182,194,139,170
MT019,DC003,166,165,206,172,135,143,234,195,154,204
MT020,DC003,213,148,197,190,206,164,237,138,139,201
MT025,DC003,215,206,202,158,186,204,202,206,175,207
MT026,DC003,210,219,204,140,180,141,202,152,210,155
MT028,DC003,142,156,146,145,230,212,170,165,167,186
MT029,DC003,228,187,140,175,200,222,128,157,210,145
MT030,DC003,162,236,222,178,157,205,121,158,174,172
MT031,DC003,171,214,169,186,184,190,163,156,152,221
MT032,DC003,226,127,146,232,136,192,206,182,140,128
MT033,DC003,136,130,139,168,172,204,192,186,170,169
MT035,DC003,157,186,183,216,125,143,196,155,167,162
MT036,DC003,184,192,173,184,148,175,134,222,230,184
MT021,DC003,377,372,409,330,333,331,275,427,421,373
MT023,DC003,401,324,452,273,326,316,369,457,304,483
MT002,DC003,59,79,58,53,70,81,70,58,74,71
MT003,DC003,53,54,58,88,69,48,63,72,67,78
MT006,DC003,85,70,90,66,90,66,86,61,67,58
MT012,DC003,85,89,86,54,87,59,65,64,54,85
MT015,DC003,64,73,60,85,76,87,59,63,83,58
MT022,DC003,72,54,90,62,55,74,65,80,74,52
MT024,DC003,87,78,68,85,47,86,96,91,75,80
MT027,DC003,48,69,65,86,64,92,56,82,71,61
MT034,DC003,66,59,62,59,51,81,81,52,58,59
MT001,DC004,153,192,173,143,157,204,142,131,195,176
MT004,DC004,210,202,195,196,212,204,121,137,198,147
MT005,DC004,185,130,172,127,137,187,175,191,133,191
MT007,DC004,206,152,160,182,129,177,216,186,162,208
MT008,DC004,162,196,183,143,156,223,161,153,148,135
MT009,DC004,201,150,182,151,154,130,187,207,169,210
MT010,DC004,142,190,174,131,133,126,187,196,162,148
MT011,DC004,134,182,175,132,172,180,161,169,152,133
MT013,DC004,186,188,216,171,130,158,127,130,212,153
MT014,DC004,186,174,179,139,174,152,181,193,109,131
MT016,DC004,185,181,162,152,162,135,197,120,113,155
MT017,DC004,136,129,171,162,149,174,154,127,152,198
MT018,DC004,156,172,111,184,154,174,146,155,165,150
MT019,DC004,118,173,126,154,162,166,166,185,146,159
MT020,DC004,137,179,164,153,155,122,146,188,135,181
MT025,DC004,225,146,193,136,183,206,135,187,142,163
MT026,DC004,181,193,152,158,234,146,189,192,156,132
MT028,DC004,214,142,125,174,207,200,188,210,201,146
MT029,DC004,160,218,146,176,115,184,166,150,151,172
MT030,DC004,116,154,141,129,196,130,185,164,162,183
MT031,DC004,164,160,198,135,130,148,170,203,113,182
MT032,DC004,191,184,122,167,199,232,190,147,158,164
MT033,DC004,181,130,142,140,140,140,219,126,212,206
MT035,DC004,134,150,171,142,212,183,127,153,145,150
MT036,DC004,190,185,136,156,153,132,169,185,115,153
MT021,DC004,572,602,686,723,670,798,822,805,752,768
MT023,DC004,791,449,743,636,487,568,481,623,717,703
MT002,DC004,107,104,127,117,144,85,130,118,93,132
MT003,DC004,104,117,127,78,93,118,118,132,126,85
MT006,DC004,114,118,132,96,146,77,88,105,77,150
MT012,DC004,133,111,93,132,115,104,118,93,117,104
MT015,DC004,134,84,109,114,96,113,78,89,129,85
MT022,DC004,102,141,78,88,95,77,99,100,89,136
MT024,DC004,96,102,122,120,77,95,99,118,113,123
MT027,DC004,84,77,141,131,80,120,133,147,125,122
MT034,DC004,134,130,96,126,104,100,136,100,94,108
MT001,DC005,76,79,87,96,89,126,112,109,103,133
MT004,DC005,98,85,105,94,90,115,130,130,91,126
MT005,DC005,111,93,99,103,85,111,117,123,121,109
MT007,DC005,117,84,102,143,101,134,131,98,125,112
MT008,DC005,131,103,89,108,83,112,90,95,137,85
MT009,DC005,102,122,100,95,118,104,89,122,125,96
MT010,DC005,76,98,87,97,120,129,141,83,85,113
MT011,DC005,118,117,89,106,145,87,116,85,113,90
MT013,DC005,89,83,96,96,76,83,143,137,93,86
MT014,DC005,102,70,134,75,125,115,92,101,97,99
MT016,DC005,116,83,70,109,78,76,90,102,145,103
MT017,DC005,91,96,121,114,104,138,114,141,110,77
MT018,DC005,105,85,104,113,103,100,115,77,79,117
MT019,DC005,93,104,74,100,94,89,140,83,98,71
MT020,DC005,146,81,107,104,120,121,116,116,143,82
MT025,DC005,122,131,135,112,108,88,114,111,88,111
MT026,DC005,121,103,82,109,92,135,110,91,122,92
MT028,DC005,128,112,76,127,99,96,136,111,89,95
MT029,DC005,104,97,107,84,105,86,79,102,81,82
MT030,DC005,131,104,125,89,122,116,85,76,91,80
MT031,DC005,113,142,114,142,98,92,77,130,98,129
MT032,DC005,100,136,79,112,99,125,119,88,93,79
MT033,DC005,83,95,135,97,104,97,118,83,127,106
MT035,DC005,93,80,141,102,139,84,83,112,104,108
MT036,DC005,81,91,126,81,93,72,90,90,123,120
MT021,DC005,247,244,219,342,264,297,268,387,265,330
MT023,DC005,215,301,311,305,411,267,244,273,361,341
MT002,DC005,69,84,57,68,65,72,82,61,58,63
MT003,DC005,55,58,51,62,65,55,73,71,65,52
MT006,DC005,65,78,80,81,69,76,52,69,81,55
MT012,DC005,74,68,57,74,54,65,62,72,73,72
MT015,DC005,79,60,67,56,87,84,73,73,53,69
MT022,DC005,54,69,76,50,62,57,64,75,81,50
MT024,DC005,73,84,53,48,81,90,90,57,55,71
MT027,DC005,92,71,83,89,58,79,60,58,69,54
MT034,DC005,74,91,84,71,67,73,52,70,82,70
MT001,DC006,145,106,121,93,102,148,148,159,158,166
MT004,DC006,155,150,105,126,184,145,126,117,152,112
MT005,DC006,100,159,151,121,103,110,140,105,149,118
MT007,DC006,95,104,164,140,95,93,114,166,93,98
MT008,DC006,147,136,104,155,87,173,155,122,152,118
MT009,DC006,174,155,145,138,147,100,124,149,138,102
MT010,DC006,116,171,123,130,121,109,106,131,102,106
MT011,DC006,152,152,136,164,165,105,147,145,109,161
MT013,DC006,108,123,114,96,101,103,146,138,175,107
MT014,DC006,119,136,146,109,155,139,121,110,123,134
MT016,DC006,95,163,167,109,112,99,116,102,162,155
MT017,DC006,106,136,163,102,107,132,108,164,144,132
MT018,DC006,163,159,156,175,125,157,141,143,148,149
MT019,DC006,114,120,119,106,117,124,126,99,131,152
MT020,DC006,122,139,120,101,177,150,167,126,129,143
MT025,DC006,107,151,93,126,89,138,101,142,147,139
MT026,DC006,148,118,143,107,114,138,157,121,154,123
MT028,DC006,142,97,99,109,95,138,172,120,149,139
MT029,DC006,120,104,131,139,119,126,119,168,143,142
MT030,DC006,120,141,132,88,109,110,118,121,139,126
MT031,DC006,182,96,148,110,123,139,114,139,174,104
MT032,DC006,157,108,105,121,140,149,119,132,98,161
MT033,DC006,103,120,149,141,91,117,119,124,175,149
MT035,DC006,149,107,177,127,103,115,123,141,146,138
MT036,DC006,155,128,89,105,126,120,111,96,155,145
MT021,DC006,241,420,326,337,304,418,378,426,237,314
MT023,DC006,362,311,365,320,320,272,386,357,313,266
MT002,DC006,124,93,70,90,99,113,89,125,89,91
MT003,DC006,87,106,112,94,95,71,70,67,106,97
MT006,DC006,88,105,121,101,79,74,86,102,124,83
MT012,DC006,113,83,102,91,98,86,74,85,88,124
MT015,DC006,75,74,96,118,100,74,84,101,117,108
MT022,DC006,92,104,119,72,125,86,107,120,106,74
MT024,DC006,98,102,113,77,79,86,93,103,122,117
MT027,DC006,111,70,76,125,106,87,76,108,116,112
MT034,DC006,85,92,83,130,119,103,112,117,99,94
MT001,DC007,167,124,172,132,110,172,151,154,206,155
MT004,DC007,148,129,130,197,161,117,165,173,162,177
MT005,DC007,197,154,129,204,181,207,167,181,195,202
MT007,DC007,134,113,172,130,162,132,114,161,169,178
MT008,DC007,126,160,197,202,150,191,123,165,194,163
MT009,DC007,112,122,153,200,152,186,183,173,141,167
MT010,DC007,134,120,155,192,176,195,160,172,119,158
MT011,DC007,147,144,179,134,140,176,193,177,184,122
MT013,DC007,166,190,158,118,159,144,184,120,186,115
MT014,DC007,156,121,139,157,184,159,136,182,168,145
MT016,DC007,155,143,124,172,189,138,130,151,125,140
MT017,DC007,197,148,130,172,200,158,169,164,177,182
MT018,DC007,132,162,184,167,116,174,157,163,104,138
MT019,DC007,166,118,140,180,137,160,144,120,185,166
MT020,DC007,158,162,184,195,189,183,129,140,180,154
MT025,DC007,160,192,126,185,170,112,171,144,165,154
MT026,DC007,136,187,172,115,146,110,170,116,152,181
MT028,DC007,155,168,172,133,179,165,141,139,117,129
MT029,DC007,145,133,112,126,193,174,150,168,152,182
MT030,DC007,101,186,148,133,130,172,130,172,145,185
MT031,DC007,131,190,133,194,109,174,182,184,162,196
MT032,DC007,103,133,157,127,158,190,160,126,165,175
MT033,DC007,208,159,161,156,152,195,152,145,176,123
MT035,DC007,135,155,177,141,187,124,170,115,169,135
MT036,DC007,190,141,125,210,161,156,129,160,147,139
MT021,DC007,494,607,437,550,575,511,535,494,692,505
MT023,DC007,507,691,481,646,646,697,554,458,653,697
MT002,DC007,56,51,72,65,54,76,64,78,76,64
MT003,DC007,57,73,69,70,94,71,59,67,51,74
MT006,DC007,48,74,71,49,56,58,47,70,54,54
MT012,DC007,93,69,74,60,76,50,52,56,78,58
MT015,DC007,55,59,73,61,53,77,69,64,82,80
MT022,DC007,95,87,80,60,62,67,81,76,91,82
MT024,DC007,78,56,80,80,83,59,61,65,87,52
MT027,DC007,59,82,54,85,62,60,59,82,69,71
MT034,DC007,51,56,80,89,73,68,57,59,67,90
MT001,DC008,174,154,137,182,129,131,200,124,160,154
MT004,DC008,177,179,197,133,113,177,134,184,158,197
MT005,DC008,193,148,118,201,140,189,155,182,140,180
MT007,DC008,157,187,165,130,162,188,199,148,157,181
MT008,DC008,218,199,158,206,151,154,184,164,176,178
MT009,DC008,111,163,177,136,131,210,129,148,189,144
MT010,DC008,143,124,195,172,112,186,167,186,139,146
MT011,DC008,167,110,129,130,132,177,166,159,178,134
MT013,DC008,190,203,200,163,175,113,173,167,141,153
MT014,DC008,156,132,142,188,183,210,204,167,178,141
MT016,DC008,178,148,210,174,171,166,163,188,127,143
MT017,DC008,114,122,147,148,130,207,127,113,172,179
MT018,DC008,125,204,199,175,129,176,189,188,131,178
MT019,DC008,219,190,165,216,179,147,183,122,201,135
MT020,DC008,182,180,177,128,182,182,175,195,168,161
MT025,DC008,173,189,121,134,144,129,182,187,163,166
MT026,DC008,135,148,109,182,147,180,185,172,167,176
MT028,DC008,126,131,124,163,167,145,146,130,161,136
MT029,DC008,136,152,143,151,178,172,168,105,163,115
MT030,DC008,116,167,125,169,134,147,195,165,109,164
MT031,DC008,121,161,156,139,181,154,208,154,186,163
MT032,DC008,151,174,127,164,155,160,138,139,112,178
MT033,DC008,142,130,124,177,139,131,170,111,158,166
MT035,DC008,178,170,207,170,182,127,118,149,122,203
MT036,DC008,213,150,157,170,177,221,209,165,112,172
MT021,DC008,688,475,476,624,478,411,662,470,420,635
MT023,DC008,680,491,690,483,474,515,501,502,407,469
MT002,DC008,74,89,75,81,111,85,88,116,89,65
MT003,DC008,81,72,82,88,122,78,86,103,89,91
MT006,DC008,68,103,71,77,84,117,86,69,76,86
MT012,DC008,105,85,100,100,118,95,87,104,73,90
MT015,DC008,82,81,78,97,65,83,68,84,108,124
MT022,DC008,94,94,96,105,104,98,111,92,60,102
MT024,DC008,81,64,67,74,100,68,92,72,83,103
MT027,DC008,98,100,68,99,107,91,84,116,123,117
MT034,DC008,67,64,86,116,81,64,87,104,104,98
MT001,DC009,151,155,117,151,117,140,142,100,150,109
MT004,DC009,99,147,149,170,93,155,118,185,164,138
MT005,DC009,119,130,158,114,117,130,143,156,116,160
MT007,DC009,108,172,101,110,174,129,149,133,96,118
MT008,DC009,138,146,158,125,128,133,159,151,116,130
MT009,DC009,110,131,128,104,158,109,151,102,111,150
MT010,DC009,94,184,149,147,140,139,132,136,133,108
MT011,DC009,113,99,98,126,129,149,124,162,97,141
MT013,DC009,140,143,120,112,173,105,160,168,131,119
MT014,DC009,135,131,111,148,169,154,150,145,110,162
MT016,DC009,97,152,159,140,140,98,114,112,144,178
MT017,DC009,180,146,128,128,102,159,166,101,137,123
MT018,DC009,163,129,141,113,142,99,124,154,126,116
MT019,DC009,119,109,150,140,164,151,114,93,139,112
MT020,DC009,153,116,98,149,178,180,110,108,180,160
MT025,DC009,131,135,95,112,132,127,153,108,163,152
MT026,DC009,146,121,157,94,96,143,132,133,144,127
MT028,DC009,157,128,116,135,93,132,142,120,172,153
MT029,DC009,177,118,107,146,105,124,150,187,133,153
MT030,DC009,168,183,136,141,111,116,153,143,182,171
MT031,DC009,159,104,98,122,155,129,150,101,109,170
MT032,DC009,155,163,136,119,130,170,115,106,141,162
MT033,DC009,106,153,113,165,102,107,98,135,146,158
MT035,DC009,100,183,168,167,117,152,112,157,149,135
MT036,DC009,164,176,114,145,136,167,96,154,162,120
MT021,DC009,388,353,474,400,386,369,328,477,501,382
MT023,DC009,306,559,382,355,511,508,465,548,414,525
MT002,DC009,95,74,75,75,80,63,93,60,99,61
MT003,DC009,89,99,94,71,104,60,90,78,66,80
MT006,DC009,89,64,77,85,95,92,84,83,71,106
MT012,DC009,84,79,82,95,95,94,86,95,99,81
MT015,DC009,101,74,82,80,90,64,106,64,66,76
MT022,DC009,102,94,77,110,67,106,80,89,59,64
MT024,DC009,101,104,82,73,66,93,83,78,60,56
MT027,DC009,97,91,80,80,65,94,102,75,76,106
MT034,DC009,76,88,76,58,92,67,98,72,67,88
MT001,DC010,224,171,224,175,172,204,197,212,196,167
MT004,DC010,247,250,232,146,181,154,170,266,241,177
MT005,DC010,252,200,229,183,277,231,215,176,207,262
MT007,DC010,232,185,177,205,229,215,271,202,262,227
MT008,DC010,168,219,187,267,215,255,262,148,269,203
MT009,DC010,262,171,233,168,261,287,179,227,146,277
MT010,DC010,194,219,210,185,175,230,156,206,201,243
MT011,DC010,245,171,237,187,269,230,247,171,224,166
MT013,DC010,224,212,206,228,194,267,272,230,269,255
MT014,DC010,245,224,264,146,245,210,215,171,192,254
MT016,DC010,215,204,193,205,244,196,239,256,189,244
MT017,DC010,158,213,242,208,191,271,161,206,269,206
MT018,DC010,164,230,141,185,167,175,212,150,217,180
MT019,DC010,141,244,176,196,162,280,211,274,154,210
MT020,DC010,221,277,231,181,232,245,149,198,227,237
MT025,DC010,193,174,206,237,264,213,193,144,233,161
MT026,DC010,267,208,157,236,259,211,240,223,210,193
MT028,DC010,182,187,210,215,198,154,196,206,149,277
MT029,DC010,225,226,236,181,243,279,181,178,209,175
MT030,DC010,233,171,173,226,184,144,251,209,196,146
MT031,DC010,193,259,226,204,230,224,164,149,241,164
MT032,DC010,228,255,194,206,224,228,249,211,179,190
MT033,DC010,215,238,215,140,162,198,174,262,173,231
MT035,DC010,202,246,147,250,248,210,177,217,245,213
MT036,DC010,157,191,164,216,160,249,192,236,245,159
MT021,DC010,850,541,884,792,723,680,936,765,827,644
MT023,DC010,740,799,910,735,649,577,867,525,801,732
MT002,DC010,68,57,50,46,47,56,68,70,63,49
MT003,DC010,60,70,47,63,78,59,70,67,57,56
MT006,DC010,72,77,49,57,73,55,47,62,63,50
MT012,DC010,82,64,73,47,84,71,53,54,51,72
MT015,DC010,52,61,56,48,56,77,53,61,66,53
MT022,DC010,46,55,78,46,70,71,77,52,76,59
MT024,DC010,71,51,57,56,52,77,67,70,51,74
MT027,DC010,67,56,57,55,64,65,54,59,52,64
MT034,DC010,45,42,74,54,64,65,51,61,75,76
MT001,SF001,63,90,88,108,102,79,71,73,74,94
MT004,SF001,86,93,62,121,68,78,68,108,117,86
MT005,SF001,75,102,82,75,76,80,100,77,71,84
MT007,SF001,87,63,95,104,71,66,105,93,99,99
MT008,SF001,93,83,104,83,107,116,71,111,69,93
MT009,SF001,64,98,81,80,81,102,72,62,96,60
MT010,SF001,76,104,71,71,87,70,75,73,64,101
MT011,SF001,68,86,85,99,70,91,71,69,89,85
MT013,SF001,96,113,71,86,66,80,96,77,106,74
MT014,SF001,88,86,114,95,97,97,80,64,78,100
MT016,SF001,91,96,84,117,95,74,81,78,86,73
MT017,SF001,84,113,61,87,98,85,103,60,66,111
MT018,SF001,66,111,94,110,102,76,73,99,109,80
MT019,SF001,98,98,103,81,103,62,88,103,74,105
MT020,SF001,72,69,113,114,89,63,114,106,111,90
MT025,SF001,102,67,105,117,90,69,58,75,80,97
MT026,SF001,93,58,83,85,117,82,112,62,99,76
MT028,SF001,78,86,101,85,86,83,94,94,78,87
MT029,SF001,66,104,61,58,81,74,113,111,117,96
MT030,SF001,101,79,111,106,108,101,84,95,73,76
MT031,SF001,97,63,63,67,64,84,80,81,67,82
MT032,SF001,103,79,58,102,85,81,71,102,85,108
MT033,SF001,64,89,70,104,81,104,106,116,102,67
MT035,SF001,69,99,99,103,77,68,99,79,106,94
MT036,SF001,106,90,102,110,76,101,73,91,95,95
MT021,SF001,321,211,259,332,259,246,202,321,265,282
MT023,SF001,306,255,202,308,279,230,336,282,308,206
MT002,SF001,43,65,65,73,74,84,64,78,66,45
MT003,SF001,74,49,50,74,59,54,45,69,47,70
MT006,SF001,67,66,67,43,58,59,68,73,65,61
MT012,SF001,52,64,53,64,80,73,67,54,74,62
MT015,SF001,79,54,59,53,67,43,45,50,80,61
MT022,SF001,72,56,66,57,68,69,48,57,76,60
MT024,SF001,53,64,66,57,79,72,59,72,64,61
MT027,SF001,69,79,54,67,69,67,75,67,51,59
MT034,SF001,44,65,46,46,59,59,74,78,80,76
MT001,SF002,75,82,77,79,52,74,73,68,74,71
MT004,SF002,95,74,66,98,73,84,95,61,87,86
MT005,SF002,65,89,77,83,101,51,82,89,85,73
MT007,SF002,73,83,61,86,72,82,74,59,77,58
MT008,SF002,90,76,86,78,80,74,70,101,79,69
MT009,SF002,58,77,85,74,97,88,77,80,83,90
MT010,SF002,78,57,71,71,87,67,70,96,57,87
MT011,SF002,59,88,51,98,57,63,75,85,69,66
MT013,SF002,85,80,69,65,76,59,60,62,73,75
MT014,SF002,77,68,93,89,94,77,71,54,56,71
MT016,SF002,75,78,85,88,62,71,69,62,71,68
MT017,SF002,93,66,59,92,80,93,57,83,60,87
MT018,SF002,54,83,72,69,59,69,62,85,61,87
MT019,SF002,80,65,62,88,94,58,54,63,89,89
MT020,SF002,88,69,86,93,93,94,100,84,63,63
MT025,SF002,97,66,59,73,81,49,77,92,69,81
MT026,SF002,60,88,76,83,55,59,76,84,97,88
MT028,SF002,100,89,57,62,86,67,89,70,88,90
MT029,SF002,98,55,84,93,86,58,77,72,66,81
MT030,SF002,74,78,72,91,52,82,78,58,52,67
MT031,SF002,61,65,61,77,61,73,83,71,62,59
MT032,SF002,74,76,67,53,102,63,73,66,75,83
MT033,SF002,62,70,89,76,63,74,64,62,65,63
MT035,SF002,62,75,60,55,82,59,78,64,84,62
MT036,SF002,73,60,73,81,76,61,77,57,80,73
MT021,SF002,284,229,280,233,198,198,246,264,193,229
MT023,SF002,193,226,320,189,228,212,248,298,238,160
MT002,SF002,41,61,54,54,47,49,36,60,54,41
MT003,SF002,41,53,44,39,56,55,58,34,32,34
MT006,SF002,55,47,49,52,52,38,54,43,35,52
MT012,SF002,56,40,38,46,61,58,59,56,45,57
MT015,SF002,51,41,48,51,33,41,42,36,55,65
MT022,SF002,61,46,57,37,50,54,37,51,39,51
MT024,SF002,43,45,37,62,41,43,56,44,47,43
MT027,SF002,41,52,51,48,37,43,51,34,39,62
MT034,SF002,38,54,44,60,50,44,37,45,41,38
MT001,SF003,80,92,69,88,71,105,82,72,63,76
MT004,SF003,83,102,77,89,72,72,80,94,83,104
MT005,SF003,78,62,92,61,67,77,82,89,66,87
MT007,SF003,83,69,67,113,99,73,94,70,86,101
MT008,SF003,77,85,81,67,65,60,88,88,95,87
MT009,SF003,92,92,60,95,111,72,90,80,100,77
MT010,SF003,96,82,92,84,68,84,96,78,60,71
MT011,SF003,84,108,109,106,101,80,72,72,56,65
MT013,SF003,68,76,82,64,81,87,80,73,109,80
MT014,SF003,102,59,67,85,76,61,105,108,76,84
MT016,SF003,67,72,77,63,85,90,68,84,73,71
MT017,SF003,55,96,73,63,71,83,69,97,76,87
MT018,SF003,75,71,96,98,97,68,74,61,90,83
MT019,SF003,87,101,62,75,58,66,68,85,64,87
MT020,SF003,100,95,69,106,74,104,81,100,83,81
MT025,SF003,66,63,79,61,68,82,66,89,75,65
MT026,SF003,94,106,89,62,69,113,94,97,73,94
MT028,SF003,66,73,100,92,101,90,80,95,56,86
MT029,SF003,79,84,95,100,81,104,74,58,96,106
MT030,SF003,73,70,92,99,56,62,106,99,95,82
MT031,SF003,95,88,78,73,91,77,91,105,65,111
MT032,SF003,104,84,73,82,94,81,69,97,67,98
MT033,SF003,102,81,67,108,85,84,62,73,66,89
MT035,SF003,73,66,75,60,63,69,86,67,75,96
MT036,SF003,76,75,82,74,65,63,97,105,59,77
MT021,SF003,199,204,160,134,142,137,142,148,146,191
MT023,SF003,195,230,194,127,172,254,163,190,181,228
MT002,SF003,75,64,67,64,57,67,70,51,54,45
MT003,SF003,52,50,86,78,87,54,64,69,71,72
MT006,SF003,73,51,79,87,80,46,72,60,75,78
MT012,SF003,52,73,66,53,77,52,76,54,48,60
MT015,SF003,78,54,62,56,71,52,45,61,76,61
MT022,SF003,68,79,85,63,48,58,58,84,63,66
MT024,SF003,51,52,69,47,54,59,62,51,66,61
MT027,SF003,60,79,57,58,57,61,90,59,80,64
MT034,SF003,46,61,62,61,59,76,55,64,62,52
MT001,SF004,77,65,86,55,51,60,76,66,62,68
MT004,SF004,58,66,60,52,61,80,54,65,62,65
MT005,SF004,54,66,79,65,49,79,76,73,50,50
MT007,SF004,84,68,76,53,82,58,56,57,58,64
MT008,SF004,57,59,64,92,76,65,76,65,81,54
MT009,SF004,81,49,69,83,47,55,66,60,62,55
MT010,SF004,74,78,68,57,69,55,48,64,66,57
MT011,SF004,63,61,55,55,64,91,70,65,72,71
MT013,SF004,60,71,81,84,86,66,64,55,83,85
MT014,SF004,64,70,83,58,65,69,75,67,52,74
MT016,SF004,64,54,51,70,62,80,76,68,66,78
MT017,SF004,72,52,82,61,72,64,87,58,78,57
MT018,SF004,54,81,72,46,53,83,57,49,75,70
MT019,SF004,53,53,79,55,56,74,77,59,61,81
MT020,SF004,44,76,60,68,63,61,63,70,76,76
MT025,SF004,83,75,82,87,58,78,65,57,54,67
MT026,SF004,53,81,60,59,69,66,78,60,52,62
MT028,SF004,66,82,46,67,63,50,60,80,45,87
MT029,SF004,65,49,60,57,53,84,68,54,74,65
MT030,SF004,55,53,65,57,61,76,61,76,45,49
MT031,SF004,84,66,88,56,67,55,56,56,47,78
MT032,SF004,47,77,76,62,60,70,73,71,70,67
MT033,SF004,58,55,68,51,57,63,67,60,86,89
MT035,SF004,60,50,62,50,64,68,62,55,68,53
MT036,SF004,69,52,81,56,61,68,57,69,69,53
MT021,SF004,350,376,408,368,272,384,360,335,346,272
MT023,SF004,311,274,372,319,290,357,234,389,263,255
