MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT011,DC002,131,108,108,108,94,98,140,101,156,96
MT013,DC002,122,149,143,115,103,168,106,165,75,105
MT014,DC002,120,93,80,111,108,114,97,105,101,104
MT016,DC002,89,128,131,127,97,82,158,113,131,94
MT017,DC002,134,82,127,124,114,139,171,108,78,102
MT018,DC002,137,121,70,131,70,108,109,172,150,112
MT019,DC002,110,115,131,150,115,115,119,123,122,105
MT020,DC002,78,139,89,76,144,143,110,102,137,136
MT025,DC002,123,84,130,88,94,86,82,144,121,132
MT026,DC002,136,93,102,74,93,111,130,155,174,109
MT028,DC002,84,171,110,77,107,176,133,180,136,151
MT029,DC002,85,86,103,152,112,77,151,89,91,114
MT030,DC002,105,111,86,107,106,93,93,93,110,126
MT031,DC002,104,100,138,168,124,118,105,90,164,94
MT032,DC002,94,132,105,143,83,123,95,82,118,87
MT033,DC002,91,117,148,141,101,134,126,138,127,101
MT035,DC002,110,150,115,111,114,157,142,113,155,138
MT036,DC002,136,87,100,93,101,130,130,114,136,136
MT021,DC002,518,307,358,272,364,441,375,307,394,223
MT023,DC002,285,270,255,335,339,333,213,316,331,368
MT002,DC002,75,94,61,82,114,81,66,87,81,81
MT003,DC002,74,88,91,73,80,73,102,53,103,84
MT006,DC002,69,89,69,70,122,65,95,62,61,57
MT012,DC002,72,63,76,77,82,69,84,69,96,62
MT015,DC002,133,82,118,102,86,80,71,103,84,89
MT022,DC002,84,77,106,89,103,71,111,61,59,79
MT024,DC002,80,75,73,108,75,69,70,95,84,58
MT027,DC002,72,83,65,105,91,93,55,81,70,105
MT034,DC002,53,71,96,87,68,63,70,86,79,70
MT001,DC003,128,125,200,180,200,183,139,121,116,249
MT004,DC003,159,161,190,175,174,155,163,136,250,222
MT005,DC003,137,191,139,215,177,210,243,113,176,163
MT007,DC003,200,121,137,109,170,195,232,163,165,176
MT008,DC003,184,255,205,184,112,256,232,134,219,109
MT009,DC003,154,198,150,207,160,181,131,163,156,143
MT010,DC003,179,175,148,186,207,137,198,145,230,210
MT011,DC003,245,159,169,134,190,263,136,206,216,184
MT013,DC003,149,247,215,130,162,220,264,220,228,182
MT014,DC003,153,202,226,218,230,133,144,224,135,218
MT016,DC003,239,199,190,162,204,163,181,176,178,281
MT017,DC003,157,210,164,167,135,141,165,269,193,182
MT018,DC003,255,162,193,154,164,241,211,192,163,122
MT019,DC003,192,138,218,189,164,111,252,182,113,202
MT020,DC003,251,176,217,236,238,126,254,153,147,239
MT025,DC003,230,260,224,146,155,247,147,243,229,233
MT026,DC003,221,253,236,155,150,118,178,160,228,159
MT028,DC003,121,190,126,189,223,186,144,158,158,170
MT029,DC003,188,214,134,154,235,257,143,164,157,130
MT030,DC003,215,228,202,143,115,238,103,164,219,175
MT031,DC003,183,162,205,160,211,208,212,160,136,174
MT032,DC003,219,138,136,192,126,145,174,198,137,128
MT033,DC003,106,134,156,159,188,216,158,238,170,139
MT035,DC003,147,222,160,192,140,184,166,158,159,160
MT036,DC003,226,264,144,197,133,207,121,252,201,189
MT021,DC003,333,263,474,320,381,298,308,362,479,442
MT023,DC003,444,334,378,315,296,296,365,558,248,505
MT002,DC003,54,80,45,50,59,111,75,68,82,80
MT003,DC003,61,62,44,78,72,59,64,78,54,93
MT006,DC003,72,73,95,58,110,68,71,74,67,72
MT012,DC003,76,74,79,49,96,54,74,52,51,78
MT015,DC003,81,89,54,84,78,68,67,72,76,48
MT022,DC003,56,64,109,74,60,65,48,69,78,57
MT024,DC003,79,75,62,81,38,77,85,103,69,55
MT027,DC003,45,80,70,73,60,107,43,86,82,51
MT034,DC003,65,55,70,67,54,96,88,62,41,50
MT001,DC004,169,184,207,153,180,196,168,155,166,183
MT004,DC004,171,185,172,192,170,228,135,138,253,126
MT005,DC004,148,171,179,134,113,198,170,160,132,146
MT007,DC004,237,173,144,186,143,169,157,198,143,214
MT008,DC004,149,250,150,136,161,235,142,164,111,174
MT009,DC004,189,164,230,179,150,143,162,191,207,229
MT010,DC004,150,136,151,113,170,103,209,209,219,146
MT011,DC004,124,170,138,156,203,203,172,152,195,160
MT013,DC004,164,231,234,174,161,164,93,161,188,187
MT014,DC004,186,148,209,170,134,120,179,230,96,168
MT016,DC004,195,193,153,182,171,182,168,146,103,121
MT017,DC004,145,124,166,139,169,172,119,117,160,166
MT018,DC004,164,164,124,193,166,188,137,155,135,122
MT019,DC004,105,180,127,191,175,230,212,174,116,143
MT020,DC004,138,180,179,187,139,93,176,160,103,147
MT025,DC004,163,143,208,132,215,151,153,131,123,140
MT026,DC004,168,154,132,134,173,109,207,224,159,103
MT028,DC004,231,136,131,168,158,209,212,161,227,170
MT029,DC004,186,192,122,146,115,138,139,149,140,155
MT030,DC004,156,178,115,132,176,157,193,204,139,203
MT031,DC004,137,175,227,123,134,165,208,187,122,176
MT032,DC004,202,166,93,177,227,258,235,169,118,203
MT033,DC004,164,144,147,124,186,169,262,103,255,234
MT035,DC004,101,165,183,164,245,150,132,167,147,199
MT036,DC004,188,155,133,186,177,167,166,234,148,158
MT021,DC004,640,527,700,898,682,638,607,692,893,574
MT023,DC004,723,554,777,474,527,531,384,481,760,831
MT002,DC004,78,94,121,117,136,97,152,111,109,153
MT003,DC004,88,144,103,102,85,113,132,101,155,118
MT006,DC004,131,105,92,123,143,76,107,130,66,163
MT012,DC004,124,137,84,135,136,91,137,113,106,121
MT015,DC004,151,71,128,151,80,92,81,83,106,73
MT022,DC004,78,150,63,105,108,75,119,113,72,103
MT024,DC004,95,99,141,136,71,108,94,121,123,116
MT027,DC004,91,103,172,142,81,102,112,172,106,130
MT034,DC004,112,101,117,102,116,103,106,74,98,127
MT001,DC005,83,93,74,116,109,99,121,131,87,161
MT004,DC005,108,76,113,90,102,106,147,108,82,128
MT005,DC005,100,66,95,85,87,148,126,135,132,119
MT007,DC005,130,100,76,136,110,143,123,82,104,134
MT008,DC005,131,97,84,92,108,96,114,92,149,69
MT009,DC005,139,121,122,93,98,82,70,145,134,106
MT010,DC005,62,106,114,99,100,129,114,69,62,114
MT011,DC005,109,123,84,77,161,106,133,103,156,78
MT013,DC005,95,76,89,72,75,70,120,121,74,82
MT014,DC005,121,96,119,68,152,103,119,91,84,109
MT016,DC005,144,86,80,131,86,73,117,77,110,117
MT017,DC005,71,79,116,132,92,99,105,135,100,75
MT018,DC005,110,76,83,131,122,106,135,68,98,143
MT019,DC005,99,84,84,84,101,85,120,101,98,64
MT020,DC005,137,86,83,103,160,107,128,136,135,79
MT025,DC005,123,101,123,126,82,75,144,101,85,91
MT026,DC005,139,79,76,131,86,104,106,74,110,118
MT028,DC005,157,88,69,92,124,97,150,135,84,110
MT029,DC005,88,96,110,101,127,78,100,114,71,85
MT030,DC005,117,109,114,80,109,82,92,73,106,90
MT031,DC005,124,142,134,101,102,92,83,137,84,129
MT032,DC005,94,140,64,125,108,120,149,91,111,105
MT033,DC005,86,106,99,75,85,71,148,87,151,79
MT035,DC005,81,104,127,111,151,74,82,108,89,118
MT036,DC005,77,105,139,81,93,67,85,83,101,140
MT021,DC005,294,253,248,386,359,235,198,319,284,352
MT023,DC005,201,376,337,232,341,264,273,287,428,298
MT002,DC005,83,90,68,77,50,56,74,57,45,72
MT003,DC005,64,61,41,74,68,65,67,71,65,43
MT006,DC005,59,73,96,92,83,97,49,89,83,74
MT012,DC005,81,53,46,81,58,76,77,86,69,80
MT015,DC005,73,73,73,58,93,83,82,66,59,86
MT022,DC005,49,66,91,42,68,48,69,79,70,57
MT024,DC005,88,105,45,58,62,90,71,56,60,80
MT027,DC005,66,54,82,76,45,84,46,58,80,53
MT034,DC005,73,83,71,79,64,87,44,69,60,84
MT001,DC006,184,115,119,78,90,144,131,144,174,188
MT004,DC006,129,143,74,99,135,167,155,112,140,113
MT005,DC006,86,119,199,107,95,146,158,73,138,101
MT007,DC006,105,86,148,113,105,88,110,144,101,116
MT008,DC006,164,170,84,181,96,162,125,134,150,98
MT009,DC006,159,159,142,148,167,126,108,143,148,81
MT010,DC006,111,157,150,109,145,106,96,125,91,108
MT011,DC006,125,122,140,183,130,100,133,110,83,145
MT013,DC006,126,136,106,96,108,114,120,149,195,80
MT014,DC006,144,132,118,113,191,147,102,106,147,131
MT016,DC006,104,159,165,107,114,113,126,125,137,155
MT017,DC006,88,156,135,102,94,107,131,195,154,101
MT018,DC006,198,179,124,192,95,164,160,116,172,122
MT019,DC006,118,92,156,97,149,138,127,78,163,114
MT020,DC006,148,121,133,91,188,137,150,110,142,165
MT025,DC006,116,189,118,116,88,113,104,158,173,107
MT026,DC006,146,138,163,98,137,159,130,130,126,145
MT028,DC006,141,97,104,76,98,103,155,142,191,160
MT029,DC006,110,122,92,159,150,132,90,189,141,128
MT030,DC006,106,132,135,83,133,110,135,140,126,114
MT031,DC006,174,113,144,102,137,128,106,139,170,116
MT032,DC006,170,103,116,140,140,112,111,169,112,183
MT033,DC006,127,96,136,154,82,93,116,130,158,152
MT035,DC006,199,103,195,100,129,96,102,109,158,99
MT036,DC006,198,131,95,115,119,95,115,103,122,183
MT021,DC006,244,457,297,384,274,330,362,472,296,346
MT023,DC006,373,263,376,379,257,267,434,419,337,199
MT002,DC006,149,75,67,81,114,92,70,98,104,90
MT003,DC006,82,110,110,111,101,72,89,74,114,100
MT006,DC006,78,106,131,94,95,66,103,119,131,97
MT012,DC006,93,61,91,86,128,111,62,69,106,100
MT015,DC006,76,81,109,97,109,86,89,85,114,123
MT022,DC006,118,129,117,68,103,98,79,95,96,83
MT024,DC006,74,88,105,58,66,80,78,115,88,107
MT027,DC006,118,65,66,146,106,71,63,116,111,83
MT034,DC006,87,98,99,132,101,122,122,92,116,86
MT001,DC007,134,145,197,149,131,144,172,184,208,155
MT004,DC007,113,93,124,229,144,131,180,150,195,200
MT005,DC007,162,140,111,151,189,178,177,200,162,181
MT007,DC007,117,129,183,175,172,134,104,132,136,241
MT008,DC007,94,151,146,194,134,167,116,206,194,164
MT009,DC007,131,145,175,163,140,221,155,185,159,176
MT010,DC007,121,93,135,166,176,141,218,186,151,218
MT011,DC007,132,104,209,114,156,216,165,181,196,139
MT013,DC007,126,208,117,134,198,129,143,125,210,107
MT014,DC007,144,119,120,142,186,167,152,125,206,175
MT016,DC007,165,152,113,142,202,129,135,159,120,110
MT017,DC007,218,202,130,215,200,174,226,186,215,177
MT018,DC007,98,130,223,126,100,199,172,127,114,152
MT019,DC007,210,108,174,214,128,140,148,134,159,211
MT020,DC007,126,154,195,221,184,184,142,173,187,171
MT025,DC007,144,172,95,143,175,101,139,145,138,195
MT026,DC007,123,185,193,137,122,127,153,124,134,163
MT028,DC007,131,168,135,150,157,162,124,147,100,138
MT029,DC007,127,161,123,116,180,193,128,136,112,136
MT030,DC007,88,171,167,102,120,204,160,138,135,195
MT031,DC007,150,226,100,176,118,176,149,208,172,159
MT032,DC007,111,164,129,138,147,190,129,93,123,177
MT033,DC007,174,155,196,175,178,156,123,127,222,141
MT035,DC007,144,130,150,160,225,153,197,89,176,165
MT036,DC007,209,156,148,218,153,202,107,195,141,126
MT021,DC007,462,459,385,664,596,421,515,462,496,467
MT023,DC007,394,742,435,681,588,840,549,463,695,773
MT002,DC007,60,50,65,58,41,104,66,90,63,58
MT003,DC007,67,90,61,82,82,86,68,89,52,63
MT006,DC007,55,55,75,68,64,55,43,59,62,42
MT012,DC007,108,76,88,44,97,44,68,54,73,60
MT015,DC007,45,62,100,63,54,89,63,72,80,77
MT022,DC007,98,74,101,74,61,74,95,59,65,84
MT024,DC007,89,63,86,88,69,61,73,56,76,41
MT027,DC007,47,92,64,79,56,50,64,85,69,87
MT034,DC007,50,43,100,85,52,53,49,67,66,86
MT001,DC008,131,111,175,180,151,170,182,151,129,174
MT004,DC008,187,177,239,178,126,145,140,136,201,212
MT005,DC008,183,200,131,173,163,140,133,159,150,167
MT007,DC008,178,198,161,129,174,133,195,142,151,147
MT008,DC008,188,209,139,187,135,133,206,150,171,154
MT009,DC008,134,156,212,155,155,145,160,122,194,124
MT010,DC008,132,121,218,167,111,184,117,159,119,123
MT011,DC008,138,113,110,117,123,195,183,174,173,120
MT013,DC008,235,205,218,154,131,111,141,191,114,122
MT014,DC008,174,171,134,184,247,204,249,230,138,174
MT016,DC008,190,122,187,136,200,147,192,210,103,135
MT017,DC008,99,150,104,186,133,152,147,139,145,181
MT018,DC008,108,216,191,153,130,143,161,154,131,146
MT019,DC008,215,218,137,189,188,142,158,92,217,135
MT020,DC008,162,211,203,163,215,171,189,199,170,215
MT025,DC008,191,150,123,122,158,114,213,241,158,188
MT026,DC008,139,121,148,213,138,193,157,203,221,175
MT028,DC008,174,100,136,136,191,156,156,96,134,153
MT029,DC008,142,163,113,117,216,182,185,97,205,144
MT030,DC008,130,152,166,134,143,180,152,202,136,141
MT031,DC008,139,202,117,147,165,118,196,176,201,163
MT032,DC008,142,167,162,192,107,162,155,115,139,182
MT033,DC008,140,167,143,172,118,133,165,108,132,167
MT035,DC008,129,177,239,161,180,108,101,107,163,215
MT036,DC008,150,188,175,131,135,189,166,163,146,167
MT021,DC008,514,500,531,510,575,415,563,426,428,621
MT023,DC008,579,446,598,574,483,421,578,440,416,565
MT002,DC008,90,83,73,99,93,88,95,129,72,75
MT003,DC008,82,73,84,95,100,60,106,122,79,89
MT006,DC008,58,117,86,95,97,124,79,64,83,85
MT012,DC008,90,89,120,73,134,82,71,80,79,96
MT015,DC008,64,85,61,89,65,99,78,68,89,122
MT022,DC008,77,118,74,124,82,75,120,76,57,124
MT024,DC008,86,51,61,61,118,83,103,73,74,122
MT027,DC008,124,88,76,92,107,71,76,102,90,97
MT034,DC008,69,60,65,107,75,81,93,100,106,109
MT001,DC009,178,164,122,168,101,132,140,100,180,85
MT004,DC009,102,154,180,168,94,119,99,209,168,182
MT005,DC009,85,141,170,109,123,135,146,168,95,157
MT007,DC009,111,169,122,83,176,154,115,160,121,108
MT008,DC009,111,112,131,93,133,117,127,159,94,137
MT009,DC009,97,106,130,94,125,101,123,128,80,187
MT010,DC009,90,139,135,116,102,167,146,128,164,109
MT011,DC009,87,89,91,147,158,154,139,180,78,126
MT013,DC009,122,129,101,132,159,95,185,165,158,86
MT014,DC009,107,125,100,116,176,137,175,142,104,159
MT016,DC009,93,129,183,178,126,96,102,101,178,197
MT017,DC009,194,103,145,115,119,159,163,122,182,110
MT018,DC009,182,143,98,97,128,125,142,128,107,149
MT019,DC009,113,97,147,134,140,149,145,108,122,138
MT020,DC009,192,140,121,152,147,163,131,101,142,177
MT025,DC009,158,112,89,134,160,123,190,105,173,132
MT026,DC009,126,153,173,121,113,124,158,141,184,116
MT028,DC009,151,112,106,115,79,97,123,112,162,168
MT029,DC009,197,131,103,162,85,99,123,180,129,168
MT030,DC009,159,136,135,169,132,101,149,140,206,126
MT031,DC009,136,120,97,99,143,125,179,121,123,129
MT032,DC009,120,184,116,158,175,159,112,101,132,165
MT033,DC009,119,129,138,124,114,122,109,152,194,127
MT035,DC009,82,175,192,156,119,108,101,177,134,144
MT036,DC009,146,133,123,135,100,206,101,131,146,98
MT021,DC009,318,392,421,393,360,359,300,477,480,481
MT023,DC009,323,487,417,398,380,388,461,658,308,441
MT002,DC009,101,76,93,63,105,63,102,46,87,76
MT003,DC009,108,79,97,71,117,53,89,65,48,74
MT006,DC009,88,60,59,75,109,97,97,73,73,89
MT012,DC009,67,98,70,118,79,98,73,119,118,91
MT015,DC009,98,81,86,82,109,84,109,69,68,87
MT022,DC009,79,98,75,87,72,80,73,78,68,60
MT024,DC009,94,74,96,54,90,75,86,73,55,59
MT027,DC009,77,91,69,80,71,111,84,69,74,98
MT034,DC009,88,74,61,72,72,58,113,89,51,80
MT001,DC010,241,224,232,239,229,228,219,181,157,174
MT004,DC010,210,178,264,188,209,146,168,230,275,175
MT005,DC010,310,200,247,236,308,205,211,178,188,300
MT007,DC010,305,170,240,173,315,233,252,225,236,179
MT008,DC010,196,224,208,201,257,224,243,183,249,173
MT009,DC010,220,145,219,201,240,322,189,212,154,280
MT010,DC010,182,165,185,220,204,191,121,212,179,306
MT011,DC010,206,140,169,190,307,182,289,162,236,162
MT013,DC010,228,240,235,255,150,249,192,189,313,277
MT014,DC010,256,213,262,189,269,205,238,146,199,313
MT016,DC010,176,217,175,193,207,185,266,324,211,192
MT017,DC010,122,193,227,161,168,214,144,273,320,173
MT018,DC010,126,166,121,141,168,142,225,130,202,227
MT019,DC010,136,242,193,221,192,282,202,221,161,258
MT020,DC010,224,290,202,133,299,306,122,224,277,267
MT025,DC010,203,205,181,213,249,224,193,166,182,121
MT026,DC010,279,266,189,243,187,197,246,208,184,206
MT028,DC010,157,162,200,163,243,184,194,193,188,279
MT029,DC010,210,230,282,188,259,305,132,209,225,188
MT030,DC010,220,172,234,243,149,161,210,160,174,175
MT031,DC010,149,291,232,210,198,174,181,173,272,197
MT032,DC010,246,194,165,204,226,192,198,249,189,163
MT033,DC010,167,189,182,168,156,191,194,206,200,250
MT035,DC010,191,190,122,299,241,229,194,219,269,239
MT036,DC010,177,148,165,235,176,269,183,222,203,131
MT021,DC010,945,441,954,801,780,765,841,651,710,594
MT023,DC010,916,702,832,602,575,477,819,514,708,513
MT002,DC010,63,62,55,61,55,53,80,79,66,64
MT003,DC010,67,83,40,57,55,74,70,58,42,62
MT006,DC010,66,87,49,52,57,59,47,60,52,48
MT012,DC010,82,49,92,47,81,67,40,62,46,78
MT015,DC010,63,55,56,47,60,87,48,71,52,60
MT022,DC010,56,58,55,45,91,70,78,39,89,75
MT024,DC010,77,40,70,54,55,65,82,72,53,69
MT027,DC010,67,64,45,45,46,75,68,52,40,59
MT034,DC010,42,43,61,56,55,76,45,77,66,72
MT001,SF001,81,91,99,117,91,78,78,66,60,106
MT004,SF001,82,110,61,126,57,77,61,92,106,71
MT005,SF001,73,86,90,55,66,81,101,65,65,71
MT007,SF001,87,54,132,131,59,71,133,106,87,116
MT008,SF001,74,68,91,97,98,98,84,86,61,78
MT009,SF001,82,69,98,76,98,92,96,65,105,51
MT010,SF001,83,98,63,86,95,89,72,61,81,124
MT011,SF001,58,71,108,93,64,91,73,64,99,80
MT013,SF001,82,108,73,76,81,81,111,71,88,60
MT014,SF001,99,113,131,92,91,95,99,62,75,94
MT016,SF001,91,116,113,134,92,62,64,63,115,56
MT017,SF001,75,118,51,74,94,91,78,82,74,100
MT018,SF001,66,121,77,93,88,68,88,102,106,81
MT019,SF001,125,98,85,81,113,70,85,106,63,124
MT020,SF001,62,59,124,86,76,61,123,98,85,95
MT025,SF001,91,73,115,132,116,72,58,59,76,130
MT026,SF001,98,54,88,104,120,94,120,55,92,52
MT028,SF001,74,110,85,65,88,83,110,101,75,91
MT029,SF001,84,132,84,81,74,89,94,119,86,117
MT030,SF001,98,95,118,114,105,78,91,85,78,81
MT031,SF001,102,58,70,64,86,68,100,61,53,80
MT032,SF001,117,69,77,90,85,95,68,76,81,98
MT033,SF001,61,99,62,92,98,102,96,111,112,87
MT035,SF001,55,101,98,109,78,81,130,82,122,89
MT036,SF001,114,120,113,100,87,82,77,86,119,71
MT021,SF001,347,184,285,267,248,260,249,312,224,243
MT023,SF001,327,246,182,274,327,217,260,252,302,194
MT002,SF001,36,84,56,79,58,96,58,58,78,54
MT003,SF001,58,53,59,64,60,44,47,57,52,67
MT006,SF001,57,68,66,46,54,53,68,95,83,60
MT012,SF001,47,65,45,77,62,75,67,54,80,83
MT015,SF001,72,71,54,43,82,42,40,48,94,68
MT022,SF001,94,57,74,79,62,77,57,62,79,72
MT024,SF001,42,64,72,73,66,76,51,63,59,48
MT027,SF001,57,95,67,75,62,56,82,77,36,63
MT034,SF001,52,68,49,60,60,62,87,75,55,80
MT001,SF002,67,56,69,97,50,77,82,78,98,82
MT004,SF002,102,73,82,76,88,84,78,71,77,71
MT005,SF002,85,69,82,90,73,56,96,67,108,76
MT007,SF002,76,59,54,98,68,104,70,55,88,63
MT008,SF002,105,62,59,86,89,57,54,72,65,90
MT009,SF002,50,80,113,68,107,89,59,59,75,90
MT010,SF002,79,67,57,66,82,53,86,72,56,95
MT011,SF002,52,112,48,88,58,62,88,71,65,79
MT013,SF002,78,101,85,71,76,52,74,62,67,58
MT014,SF002,82,68,98,73,111,66,68,57,49,70
MT016,SF002,74,63,91,70,61,82,84,49,76,64
MT017,SF002,93,57,55,114,69,89,62,73,50,76
MT018,SF002,60,90,84,80,54,62,43,88,72,109
MT019,SF002,100,74,62,93,101,53,45,67,80,89
MT020,SF002,93,82,97,85,82,106,111,61,43,63
MT025,SF002,110,54,60,95,99,48,58,78,59,66
MT026,SF002,50,97,77,90,71,68,84,74,105,100
MT028,SF002,99,89,52,81,96,82,72,79,78,115
MT029,SF002,71,42,90,80,95,74,76,66,89,99
MT030,SF002,71,81,67,103,69,92,71,57,48,87
MT031,SF002,77,76,75,96,53,62,62,77,66,61
MT032,SF002,61,89,70,49,114,49,55,58,85,105
MT033,SF002,43,73,63,82,66,94,59,72,69,62
MT035,SF002,61,68,50,64,91,60,89,75,90,71
MT036,SF002,60,62,66,92,90,83,63,61,95,70
MT021,SF002,362,199,234,182,223,209,262,205,190,222
MT023,SF002,155,221,302,238,195,193,250,246,197,199
MT002,SF002,50,71,60,62,60,39,34,73,41,47
MT003,SF002,30,52,48,40,47,44,55,33,40,44
MT006,SF002,68,52,35,42,46,36,47,53,46,41
MT012,SF002,50,40,35,55,57,50,64,49,38,45
MT015,SF002,39,50,51,55,36,29,43,38,67,60
MT022,SF002,54,52,69,35,38,56,48,45,29,60
MT024,SF002,43,36,41,54,53,38,55,40,47,47
MT027,SF002,41,65,41,55,35,46,56,32,49,61
MT034,SF002,46,55,48,72,63,35,44,51,35,43
MT001,SF003,82,76,72,100,63,85,93,66,67,76
MT004,SF003,68,84,64,73,65,77,76,86,83,112
MT005,SF003,72,54,105,58,72,80,97,96,58,71
MT007,SF003,114,60,71,122,109,94,95,88,61,93
MT008,SF003,77,69,64,56,56,78,98,86,104,83
MT009,SF003,98,93,57,107,97,83,78,94,101,71
MT010,SF003,90,65,92,74,65,85,94,69,69,70
MT011,SF003,60,99,114,91,114,64,81,64,63,65
MT013,SF003,72,70,84,47,92,75,73,68,114,90
MT014,SF003,105,74,56,102,77,76,78,80,54,99
MT016,SF003,69,68,65,64,67,75,69,86,89,60
MT017,SF003,50,97,57,57,72,75,57,110,77,85
MT018,SF003,56,81,120,77,95,52,56,81,86,63
MT019,SF003,115,74,71,73,73,50,63,79,60,82
MT020,SF003,80,80,59,79,74,108,93,119,87,95
MT025,SF003,85,64,85,67,62,84,74,67,67,77
MT026,SF003,77,105,82,77,72,96,90,105,73,93
MT028,SF003,87,79,110,81,92,100,91,98,72,93
MT029,SF003,84,87,109,83,92,119,54,55,99,107
MT030,SF003,80,78,85,113,47,69,85,100,110,57
MT031,SF003,98,83,90,79,80,66,111,108,71,101
MT032,SF003,84,94,62,74,82,75,67,70,55,99
MT033,SF003,94,90,53,98,94,101,60,52,59,86
MT035,SF003,63,59,92,51,82,80,91,67,74,87
MT036,SF003,70,92,96,52,52,77,102,96,76,86
MT021,SF003,168,167,142,110,177,118,165,195,191,214
MT023,SF003,180,194,251,131,149,282,172,143,194,258
MT002,SF003,91,69,55,74,44,63,50,53,57,52
MT003,SF003,57,58,81,66,75,50,58,75,96,72
MT006,SF003,82,54,83,80,63,39,62,74,74,62
MT012,SF003,54,51,64,55,67,47,99,45,60,60
MT015,SF003,66,60,76,53,78,50,36,66,71,77
MT022,SF003,58,78,71,66,52,73,76,85,53,64
MT024,SF003,63,43,49,54,60,65,55,52,73,70
MT027,SF003,59,92,57,55,47,55,81,64,71,86
MT034,SF003,43,52,77,59,48,91,49,68,53,59
MT001,SF004,67,76,74,39,45,67,70,77,62,63
MT004,SF004,52,84,53,64,65,93,59,55,46,49
MT005,SF004,43,63,58,72,40,81,63,59,63,53
MT007,SF004,99,67,100,69,64,51,50,51,73,73
MT008,SF004,76,61,64,95,97,56,81,53,82,56
MT009,SF004,94,40,74,100,48,44,77,77,53,66
MT010,SF004,83,72,62,72,88,57,46,61,63,67
MT011,SF004,55,51,57,65,58,107,62,53,85,72
MT013,SF004,55,79,65,87,76,54,65,54,86,96
MT014,SF004,60,75,69,55,52,61,61,77,62,57
MT016,SF004,46,62,66,55,64,69,73,68,90,65
MT017,SF004,72,41,90,48,79,55,105,50,97,45
MT018,SF004,69,72,56,44,47,65,60,53,87,91
MT019,SF004,41,57,102,68,64,67,71,54,53,93
MT020,SF004,53,74,69,60,63,82,55,87,90,81
MT025,SF004,69,56,58,92,57,70,62,63,66,83
MT026,SF004,60,65,48,66,84,64,70,69,53,86
MT028,SF004,51,74,56,79,56,49,59,83,50,79
MT029,SF004,67,44,46,59,42,88,53,48,71,82
MT030,SF004,63,66,85,54,58,59,62,60,48,56
MT031,SF004,76,71,103,68,71,45,64,50,46,72
MT032,SF004,59,87,93,61,68,86,81,95,75,76
MT033,SF004,54,59,77,50,44,52,66,59,77,74
MT035,SF004,76,59,50,51,55,83,53,58,58,60
MT036,SF004,63,62,91,62,67,59,63,49,60,57
MT021,SF004,316,302,455,314,342,440,408,317,248,285
MT023,SF004,311,260,379,340,317,354,216,436,227,200
