MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT030,DC005,114,64,116,55,79,122,48,81,69,50
MT031,DC005,154,157,69,100,162,67,82,119,104,115
MT032,DC005,156,97,68,104,64,140,88,88,75,120
MT033,DC005,79,95,147,69,53,90,164,102,162,64
MT035,DC005,108,102,134,122,103,126,73,64,133,163
MT036,DC005,90,68,158,74,131,106,49,138,136,60
MT021,DC005,312,285,234,473,253,218,161,265,243,276
MT023,DC005,229,259,477,316,295,383,354,254,273,236
MT002,DC005,77,112,62,51,94,43,45,59,68,57
MT003,DC005,43,64,64,88,74,67,86,73,92,63
MT006,DC005,90,99,52,57,96,99,31,82,80,67
MT012,DC005,106,33,54,108,40,55,56,96,61,50
MT015,DC005,101,50,104,44,115,42,98,84,74,73
MT022,DC005,71,93,79,52,65,28,40,65,55,40
MT024,DC005,96,42,86,29,86,116,45,62,47,98
MT027,DC005,42,92,94,80,75,85,46,68,97,30
MT034,DC005,86,128,38,81,101,73,44,55,89,87
MT001,DC006,77,131,117,122,113,144,71,203,209,119
MT004,DC006,178,215,53,90,120,133,188,132,211,158
MT005,DC006,134,143,86,81,97,71,116,89,181,96
MT007,DC006,75,61,157,164,76,109,90,107,114,89
MT008,DC006,168,74,140,216,146,155,137,147,160,130
MT009,DC006,121,97,123,108,161,73,87,140,156,86
MT010,DC006,101,203,106,113,154,161,107,102,90,120
MT011,DC006,124,102,100,124,151,102,122,200,70,165
MT013,DC006,91,103,123,92,143,68,142,71,106,54
MT014,DC006,176,100,85,113,135,84,112,70,182,101
MT016,DC006,81,119,123,50,174,72,133,113,140,99
MT017,DC006,148,122,102,92,74,128,142,208,137,92
MT018,DC006,144,149,114,150,109,107,148,72,130,191
MT019,DC006,107,149,104,97,160,59,74,97,98,145
MT020,DC006,104,119,142,55,104,163,175,138,90,66
MT025,DC006,74,208,89,124,136,178,94,224,192,99
MT026,DC006,149,103,209,174,68,136,228,100,185,158
MT028,DC006,78,147,127,117,103,90,229,66,79,161
MT029,DC006,169,138,110,170,121,65,132,208,188,119
MT030,DC006,124,137,132,126,151,90,74,134,145,192
MT031,DC006,190,53,68,128,190,162,125,157,175,109
MT032,DC006,84,151,57,102,128,191,145,151,81,137
MT033,DC006,85,81,118,109,119,133,171,122,112,207
MT035,DC006,241,88,198,140,114,62,75,113,128,194
MT036,DC006,229,167,129,88,182,63,148,79,145,220
MT021,DC006,328,408,214,212,361,283,223,414,360,277
MT023,DC006,303,354,484,428,393,326,293,426,432,322
MT002,DC006,155,75,89,114,91,84,92,117,62,45
MT003,DC006,118,133,133,111,132,94,70,82,55,116
MT006,DC006,61,101,120,81,44,59,49,127,67,65
MT012,DC006,121,99,65,79,141,135,40,117,118,180
MT015,DC006,65,39,148,152,138,67,94,121,111,123
MT022,DC006,57,109,113,44,97,107,102,84,135,115
MT024,DC006,51,111,132,69,56,62,108,121,128,168
MT027,DC006,108,34,110,89,62,90,85,71,98,114
MT034,DC006,93,122,131,126,68,153,110,81,63,48
MT001,DC007,109,181,242,101,132,239,189,118,170,147
MT004,DC007,106,62,212,183,187,159,133,172,184,234
MT005,DC007,237,84,169,253,220,147,118,251,149,161
MT007,DC007,199,159,101,95,219,97,153,108,127,231
MT008,DC007,67,179,158,138,198,252,82,254,209,201
MT009,DC007,151,104,104,248,174,165,167,223,134,103
MT010,DC007,82,121,130,168,244,259,169,108,168,167
MT011,DC007,126,143,125,164,193,237,150,142,128,158
MT013,DC007,102,178,114,65,135,195,240,156,266,99
MT014,DC007,143,80,122,128,192,214,73,228,107,193
MT016,DC007,158,98,157,137,143,215,91,143,145,75
MT017,DC007,214,239,151,157,284,180,220,144,92,260
MT018,DC007,127,171,175,246,167,252,116,107,142,92
MT019,DC007,142,95,155,198,91,195,201,100,179,129
MT020,DC007,140,154,227,120,94,176,130,123,269,149
MT025,DC007,149,108,109,233,250,184,206,151,204,181
MT026,DC007,93,216,135,146,138,132,218,153,170,246
MT028,DC007,213,234,216,76,248,181,179,78,80,113
MT029,DC007,164,178,147,97,107,158,150,185,168,222
MT030,DC007,133,132,171,160,68,174,129,177,126,273
MT031,DC007,141,201,113,213,131,220,229,108,93,262
MT032,DC007,72,154,146,79,195,178,100,84,199,252
MT033,DC007,269,132,117,238,224,120,144,73,210,183
MT035,DC007,125,219,156,137,222,182,214,86,150,158
MT036,DC007,261,114,96,187,144,244,68,181,185,69
MT021,DC007,669,567,352,514,424,628,700,685,934,619
MT023,DC007,604,550,266,555,529,922,730,313,792,691
MT002,DC007,82,31,102,33,42,115,46,93,47,78
MT003,DC007,68,46,41,36,61,40,35,43,35,43
MT006,DC007,51,54,67,55,62,43,59,51,48,37
MT012,DC007,88,44,107,62,41,33,84,80,55,76
MT015,DC007,57,62,70,60,75,42,35,102,70,119
MT022,DC007,122,110,66,80,81,44,63,65,76,49
MT024,DC007,64,83,75,61,66,86,46,104,89,32
MT027,DC007,30,78,38,115,100,46,46,73,76,67
MT034,DC007,44,47,100,44,57,45,42,40,45,65
MT001,DC008,209,219,107,105,183,196,302,202,97,90
MT004,DC008,138,215,193,184,102,122,196,206,186,105
MT005,DC008,122,85,77,268,203,242,194,188,140,249
MT007,DC008,99,150,188,139,195,189,179,85,86,216
MT008,DC008,167,146,199,128,213,164,154,96,215,226
MT009,DC008,138,208,200,79,97,149,184,182,88,165
MT010,DC008,151,95,99,201,155,177,195,129,92,94
MT011,DC008,107,116,143,151,106,82,263,165,187,186
MT013,DC008,146,131,303,225,154,159,231,251,114,165
MT014,DC008,98,179,159,285,131,118,245,123,125,181
MT016,DC008,246,181,124,194,115,86,179,96,93,100
MT017,DC008,185,75,196,111,170,156,108,164,175,108
MT018,DC008,84,216,177,246,166,102,175,234,112,95
MT019,DC008,149,172,108,295,90,174,108,108,179,184
MT020,DC008,107,154,277,90,226,136,146,124,217,90
MT025,DC008,232,222,98,140,108,176,98,179,102,157
MT026,DC008,81,204,146,167,214,162,206,220,219,94
MT028,DC008,76,142,111,126,81,114,152,132,103,111
MT029,DC008,110,97,138,180,147,230,202,106,117,131
MT030,DC008,126,196,142,100,105,152,233,142,108,108
MT031,DC008,176,227,99,169,92,104,180,143,134,198
MT032,DC008,101,97,159,126,89,231,105,187,108,248
MT033,DC008,116,163,108,172,216,154,150,96,214,235
MT035,DC008,124,133,279,195,126,89,62,164,121,189
MT036,DC008,177,98,188,203,229,209,158,148,73,192
MT021,DC008,662,382,441,534,652,227,884,583,557,510
MT023,DC008,653,630,352,538,277,312,349,270,666,565
MT002,DC008,62,70,111,133,145,57,142,162,56,77
MT003,DC008,51,39,117,116,97,81,62,132,50,121
MT006,DC008,46,125,74,82,98,109,76,40,96,139
MT012,DC008,86,58,120,117,56,45,119,110,64,112
MT015,DC008,82,93,50,60,38,46,91,103,108,80
MT022,DC008,92,64,122,102,101,84,64,47,86,54
MT024,DC008,65,67,85,105,151,66,56,93,99,143
MT027,DC008,110,68,47,101,164,51,45,103,112,61
MT034,DC008,87,50,80,153,40,38,101,120,84,62
MT001,DC009,151,161,158,172,125,97,181,111,93,116
MT004,DC009,143,220,204,177,108,87,162,137,230,213
MT005,DC009,156,93,130,68,141,166,160,98,92,202
MT007,DC009,125,122,67,120,146,117,90,157,148,97
MT008,DC009,125,121,104,137,189,199,218,156,109,162
MT009,DC009,144,136,113,111,160,124,232,123,109,145
MT010,DC009,68,259,209,187,94,220,112,182,180,99
MT011,DC009,59,65,97,93,100,186,123,229,131,71
MT013,DC009,86,155,177,97,83,68,134,110,134,127
MT014,DC009,186,66,153,142,124,126,96,149,117,105
MT016,DC009,95,218,84,193,124,112,128,113,130,94
MT017,DC009,151,131,90,166,149,100,84,152,91,143
MT018,DC009,172,174,85,131,118,81,102,92,115,167
MT019,DC009,117,171,155,121,185,146,156,107,131,70
MT020,DC009,153,148,137,121,172,141,57,60,154,144
MT025,DC009,148,171,56,143,164,147,203,131,213,125
MT026,DC009,163,160,148,113,113,101,192,122,172,92
MT028,DC009,144,90,83,97,104,84,142,94,85,92
MT029,DC009,197,100,55,152,56,135,185,170,159,205
MT030,DC009,235,224,117,204,100,123,136,162,141,112
MT031,DC009,134,131,84,143,124,140,147,144,112,153
MT032,DC009,134,193,191,195,203,235,166,160,84,97
MT033,DC009,83,95,149,188,99,56,126,98,105,149
MT035,DC009,136,84,136,186,176,146,141,177,102,126
MT036,DC009,162,208,147,72,74,92,101,188,110,71
MT021,DC009,211,450,440,192,364,415,241,536,538,598
MT023,DC009,393,382,300,489,356,653,474,811,562,753
MT002,DC009,110,52,113,117,125,48,94,81,135,81
MT003,DC009,56,136,141,59,151,59,99,111,66,85
MT006,DC009,56,85,42,79,63,81,63,122,46,52
MT012,DC009,95,59,78,89,122,132,68,113,62,99
MT015,DC009,57,66,122,87,128,86,125,74,73,56
MT022,DC009,146,65,58,106,92,75,94,133,40,62
MT024,DC009,114,85,98,53,101,132,50,76,90,87
MT027,DC009,80,92,88,47,43,61,112,76,100,113
MT034,DC009,85,78,98,65,57,46,72,89,63,76
MT001,DC010,198,124,153,138,206,302,145,133,230,190
MT004,DC010,280,228,341,99,165,100,228,253,313,180
MT005,DC010,375,275,259,208,183,143,257,138,163,136
MT007,DC010,343,229,280,164,184,159,266,309,317,187
MT008,DC010,144,294,114,159,286,323,205,198,168,179
MT009,DC010,218,254,127,116,368,192,139,181,227,313
MT010,DC010,185,260,210,180,159,310,196,161,108,223
MT011,DC010,157,109,265,92,246,237,162,120,210,182
MT013,DC010,290,317,123,114,148,179,262,323,326,173
MT014,DC010,342,282,231,107,210,301,118,95,235,212
MT016,DC010,174,277,214,207,375,218,310,217,132,311
MT017,DC010,115,295,176,180,217,177,256,151,172,291
MT018,DC010,183,146,82,194,190,101,218,203,112,170
MT019,DC010,202,177,232,128,178,277,204,171,120,149
MT020,DC010,343,186,305,106,133,194,209,281,243,206
MT025,DC010,110,152,157,267,366,330,121,163,338,133
MT026,DC010,294,199,211,344,274,323,116,160,242,198
MT028,DC010,279,117,254,271,264,129,177,304,105,338
MT029,DC010,204,228,252,154,309,371,238,104,278,129
MT030,DC010,306,233,232,345,242,131,189,283,151,80
MT031,DC010,251,178,108,111,267,290,151,121,342,151
MT032,DC010,151,262,234,242,326,251,289,175,183,137
MT033,DC010,111,340,311,212,220,312,187,211,95,247
MT035,DC010,124,292,82,139,246,249,207,127,311,143
MT036,DC010,172,253,228,286,206,321,107,335,119,195
MT021,DC010,799,735,901,1239,372,658,1196,743,1252,659
MT023,DC010,755,672,841,623,661,645,556,757,1205,910
MT002,DC010,84,45,71,73,78,51,44,82,57,62
MT003,DC010,31,101,35,68,108,72,87,90,57,31
MT006,DC010,54,68,26,72,70,28,61,85,64,37
MT012,DC010,52,47,100,52,63,97,44,31,58,79
MT015,DC010,67,52,70,39,50,74,55,69,74,68
MT022,DC010,68,34,85,41,65,62,48,43,44,46
MT024,DC010,101,58,88,50,48,51,89,65,44,105
MT027,DC010,89,45,78,38,51,90,30,62,67,48
MT034,DC010,37,58,78,59,60,77,28,90,88,96
MT001,SF001,87,94,55,92,74,61,50,36,90,45
MT004,SF001,66,135,55,104,61,62,41,139,68,93
MT005,SF001,36,105,58,97,115,62,77,69,78,61
MT007,SF001,66,40,149,97,45,36,106,72,92,55
MT008,SF001,70,121,73,133,97,149,93,60,66,120
MT009,SF001,92,99,66,65,118,81,107,54,96,74
MT010,SF001,107,58,35,94,126,105,97,84,63,80
MT011,SF001,67,108,75,138,84,117,94,62,128,111
MT013,SF001,89,148,52,60,63,81,93,70,103,97
MT014,SF001,66,122,87,123,58,92,71,96,101,118
MT016,SF001,53,140,80,144,107,108,103,68,97,74
MT017,SF001,111,148,36,47,87,106,83,36,80,74
MT018,SF001,94,152,109,153,56,96,43,156,128,131
MT019,SF001,120,85,115,94,50,73,75,64,59,89
MT020,SF001,74,49,105,134,49,59,146,96,141,74
MT025,SF001,62,66,62,62,68,104,86,46,56,156
MT026,SF001,99,40,120,112,139,52,122,64,113,77
MT028,SF001,71,71,97,112,101,72,57,93,48,75
MT029,SF001,94,92,78,56,85,115,90,79,112,56
MT030,SF001,107,82,131,134,152,136,94,153,89,110
MT031,SF001,97,56,43,89,61,57,96,110,87,98
MT032,SF001,142,47,95,98,84,90,65,123,79,109
MT033,SF001,71,130,93,112,92,124,82,106,80,61
MT035,SF001,43,88,146,112,102,94,81,55,142,83
MT036,SF001,107,105,60,82,84,102,67,130,53,136
MT021,SF001,467,111,359,349,295,370,255,370,175,282
MT023,SF001,424,211,170,345,393,245,290,234,185,142
MT002,SF001,60,43,78,58,67,51,77,106,83,55
MT003,SF001,107,76,64,104,57,86,31,89,45,86
MT006,SF001,54,57,59,42,42,47,76,68,90,75
MT012,SF001,65,87,79,45,56,41,49,26,79,46
MT015,SF001,42,83,41,38,72,50,41,38,88,34
MT022,SF001,85,37,53,64,40,67,56,59,81,88
MT024,SF001,51,71,34,62,57,49,84,48,66,44
MT027,SF001,38,113,62,86,79,88,61,91,46,34
MT034,SF001,40,45,69,31,62,36,103,84,52,38
MT001,SF002,101,102,48,93,51,97,75,48,66,87
MT004,SF002,88,66,92,86,79,58,129,81,71,85
MT005,SF002,71,102,77,118,111,64,77,88,76,72
MT007,SF002,64,69,33,70,40,82,70,48,90,36
MT008,SF002,105,50,45,47,110,36,57,133,52,108
MT009,SF002,74,62,108,101,94,47,40,47,130,44
MT010,SF002,49,59,104,78,73,46,86,129,58,59
MT011,SF002,40,90,42,124,78,43,110,139,66,98
MT013,SF002,70,115,99,37,106,35,43,47,99,78
MT014,SF002,114,88,49,85,108,44,103,71,77,96
MT016,SF002,78,71,62,67,72,36,103,39,70,53
MT017,SF002,57,73,73,105,91,103,77,79,57,51
MT018,SF002,37,93,101,78,75,38,78,92,77,85
MT019,SF002,101,50,45,89,55,69,80,73,92,104
MT020,SF002,87,59,69,52,134,60,71,109,79,84
MT025,SF002,56,76,79,59,60,50,102,87,70,72
MT026,SF002,57,76,61,56,84,35,109,98,123,113
MT028,SF002,117,75,56,86,93,49,101,59,138,63
MT029,SF002,64,71,111,53,76,33,55,42,71,74
MT030,SF002,96,69,94,59,30,102,66,48,31,94
MT031,SF002,43,87,54,79,46,44,73,65,74,38
MT032,SF002,87,81,41,45,103,32,36,106,47,109
MT033,SF002,79,103,112,110,91,102,70,87,55,36
MT035,SF002,64,105,46,83,45,55,68,66,48,68
MT036,SF002,43,58,69,76,110,92,66,59,49,73
MT021,SF002,242,352,377,352,214,140,209,132,255,148
MT023,SF002,110,298,426,296,209,181,165,207,243,171
MT002,SF002,42,88,52,33,56,28,39,39,30,32
MT003,SF002,42,71,59,48,62,54,58,20,41,29
MT006,SF002,42,55,59,57,72,36,77,50,46,36
MT012,SF002,80,61,29,37,46,48,42,37,52,42
MT015,SF002,25,31,68,55,28,54,52,20,34,33
MT022,SF002,35,41,34,30,31,47,37,52,40,30
MT024,SF002,40,38,57,81,25,53,69,47,30,37
MT027,SF002,56,76,30,51,50,55,47,22,23,48
MT034,SF002,55,74,53,33,64,47,33,38,25,32
MT001,SF003,99,55,38,125,81,118,91,64,37,84
MT004,SF003,67,138,67,131,50,53,72,129,117,96
MT005,SF003,99,59,125,40,55,100,131,58,68,70
MT007,SF003,105,73,35,67,75,73,91,102,68,149
MT008,SF003,60,57,95,78,59,82,69,112,48,83
MT009,SF003,78,125,40,105,102,62,58,131,73,84
MT010,SF003,95,93,50,92,67,48,73,84,66,42
MT011,SF003,92,121,73,91,136,103,48,94,62,91
MT013,SF003,101,102,67,30,65,60,76,49,97,101
MT014,SF003,132,55,101,122,78,48,117,63,89,115
MT016,SF003,44,91,83,86,120,55,92,124,45,51
MT017,SF003,38,94,56,65,77,113,84,92,103,82
MT018,SF003,104,68,81,131,109,100,88,94,47,82
MT019,SF003,85,66,66,44,55,56,91,45,58,86
MT020,SF003,142,74,39,98,78,138,118,81,112,89
MT025,SF003,90,80,104,72,75,74,71,44,106,84
MT026,SF003,124,80,59,44,76,81,117,141,53,77
MT028,SF003,74,75,141,67,86,134,118,110,86,60
MT029,SF003,71,49,65,75,93,50,68,56,57,155
MT030,SF003,51,88,121,91,76,76,124,95,71,84
MT031,SF003,68,82,74,73,120,107,51,118,73,115
MT032,SF003,123,93,108,94,123,83,59,61,43,51
MT033,SF003,117,48,87,63,58,55,51,69,42,135
MT035,SF003,87,46,59,53,87,74,119,54,43,58
MT036,SF003,50,70,82,68,63,86,94,119,36,96
MT021,SF003,149,148,95,218,161,167,77,223,208,96
MT023,SF003,116,118,239,103,91,137,152,159,210,226
MT002,SF003,101,71,98,52,71,86,44,37,58,72
MT003,SF003,35,71,100,96,86,32,56,99,55,51
MT006,SF003,56,75,56,82,50,56,37,44,66,76
MT012,SF003,32,57,39,47,53,81,52,65,29,39
MT015,SF003,67,29,62,46,79,72,61,76,98,76
MT022,SF003,39,95,98,76,37,30,38,113,77,34
MT024,SF003,40,38,34,53,63,77,59,57,54,37
MT027,SF003,43,86,80,44,57,88,122,66,118,37
MT034,SF003,66,38,69,51,60,93,61,37,92,71
MT001,SF004,87,38,55,43,31,34,61,66,45,84
MT004,SF004,34,44,41,71,45,66,55,79,41,73
MT005,SF004,82,45,55,59,54,77,97,102,48,65
MT007,SF004,62,56,95,40,87,74,56,82,47,36
MT008,SF004,64,64,98,108,74,46,93,93,75,48
MT009,SF004,122,48,86,46,66,74,67,78,79,37
MT010,SF004,69,56,108,57,56,33,59,73,96,59
MT011,SF004,58,71,68,64,37,61,40,67,88,80
MT013,SF004,77,55,104,50,53,46,82,57,116,74
MT014,SF004,65,55,99,40,59,89,84,92,26,86
MT016,SF004,53,32,71,81,86,38,98,69,99,88
MT017,SF004,80,78,40,56,55,63,87,93,98,31
MT018,SF004,37,101,107,30,50,57,33,26,42,69
MT019,SF004,36,40,68,44,67,88,47,55,52,84
MT020,SF004,30,116,44,63,46,47,79,71,99,70
MT025,SF004,100,67,98,102,48,38,53,85,44,60
MT026,SF004,84,98,55,76,82,86,76,56,58,52
MT028,SF004,62,96,60,40,67,56,73,61,62,98
MT029,SF004,35,31,34,59,52,56,62,49,89,54
MT030,SF004,55,81,36,34,89,71,60,64,57,66
MT031,SF004,61,82,86,67,78,74,56,69,38,102
MT032,SF004,53,72,63,76,73,50,100,66,81,101
MT033,SF004,57,69,84,32,46,89,73,81,58,89
MT035,SF004,44,46,54,72,86,40,49,43,72,59
MT036,SF004,87,71,97,53,62,51,37,36,37,27
MT021,SF004,445,274,276,368,334,348,210,298,310,292
MT023,SF004,373,165,184,202,351,179,362,237,160,145
