MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT019,DC006,138,147,209,102,142,86,57,43,169,223
MT020,DC006,62,170,81,120,109,213,157,164,205,54
MT025,DC006,168,160,142,141,144,63,79,246,202,161
MT026,DC006,48,82,92,157,106,192,130,151,217,123
MT028,DC006,72,163,78,166,116,92,142,166,245,217
MT029,DC006,179,53,145,159,90,174,179,163,155,55
MT030,DC006,44,64,63,113,38,69,150,96,160,121
MT031,DC006,132,107,208,59,187,211,153,147,215,90
MT032,DC006,131,112,61,92,117,147,151,63,129,216
MT033,DC006,95,141,98,51,99,106,97,52,203,85
MT035,DC006,86,175,171,55,121,199,137,90,216,61
MT036,DC006,90,50,41,62,138,74,139,45,137,174
MT021,DC006,330,461,243,128,295,159,541,542,82,152
MT023,DC006,362,212,396,407,525,254,615,476,235,103
MT002,DC006,94,30,50,95,70,51,42,53,113,48
MT003,DC006,106,95,34,107,46,105,102,78,161,48
MT006,DC006,39,108,78,37,77,136,117,86,81,88
MT012,DC006,112,132,161,36,143,117,72,136,85,152
MT015,DC006,94,62,91,114,170,119,49,130,77,142
MT022,DC006,157,95,56,30,131,50,58,174,130,66
MT024,DC006,95,45,34,61,28,33,29,149,177,176
MT027,DC006,121,75,106,187,101,92,104,142,138,177
MT034,DC006,135,33,82,184,72,81,43,178,167,112
MT001,DC007,145,95,202,221,104,150,107,55,138,120
MT004,DC007,175,200,117,155,200,75,240,262,194,188
MT005,DC007,284,103,46,247,157,299,161,154,141,142
MT007,DC007,66,45,165,221,224,124,109,192,229,98
MT008,DC007,73,158,189,175,59,186,155,206,95,88
MT009,DC007,56,170,140,62,112,239,67,232,101,155
MT010,DC007,205,49,181,204,172,219,204,299,58,204
MT011,DC007,226,81,141,145,86,184,109,290,167,36
MT013,DC007,256,282,87,162,112,242,160,118,316,152
MT014,DC007,270,190,81,140,309,159,94,125,120,162
MT016,DC007,196,112,51,260,97,173,205,231,176,118
MT017,DC007,71,272,212,273,218,210,107,113,120,71
MT018,DC007,101,97,140,194,166,189,207,157,120,58
MT019,DC007,77,103,225,195,245,122,79,193,81,297
MT020,DC007,155,212,175,311,228,99,114,258,228,179
MT025,DC007,147,243,189,98,119,101,162,195,204,177
MT026,DC007,95,154,142,200,226,181,277,81,134,156
MT028,DC007,203,301,62,166,88,162,134,81,144,41
MT029,DC007,195,96,35,180,223,254,270,156,78,162
MT030,DC007,92,62,162,135,144,170,111,212,86,107
MT031,DC007,150,127,86,162,176,123,184,151,164,178
MT032,DC007,112,61,58,117,167,93,115,57,79,215
MT033,DC007,120,160,216,49,266,238,248,153,97,207
MT035,DC007,212,81,58,158,277,74,276,167,185,226
MT036,DC007,115,128,130,137,135,141,179,67,120,219
MT021,DC007,903,516,343,460,843,853,165,483,738,912
MT023,DC007,415,614,379,555,947,1079,772,328,619,577
MT002,DC007,98,92,69,35,54,111,21,25,73,41
MT003,DC007,39,69,46,88,73,23,93,114,37,67
MT006,DC007,75,114,62,19,99,40,28,50,26,82
MT012,DC007,34,38,101,22,98,25,19,74,78,92
MT015,DC007,78,53,94,86,38,55,23,48,26,94
MT022,DC007,61,98,140,43,92,95,73,41,43,114
MT024,DC007,27,97,43,77,26,92,83,92,100,19
MT027,DC007,85,37,30,98,50,91,88,118,99,30
MT034,DC007,34,30,45,28,71,112,42,84,95,57
MT001,DC008,251,144,117,311,141,171,131,140,152,103
MT004,DC008,301,131,185,58,192,163,97,189,175,235
MT005,DC008,59,143,116,329,210,186,202,219,180,272
MT007,DC008,148,254,66,89,112,129,189,86,163,122
MT008,DC008,135,224,223,282,167,203,264,58,287,216
MT009,DC008,162,229,173,201,124,60,232,147,161,123
MT010,DC008,117,176,219,192,57,154,88,71,207,64
MT011,DC008,129,91,93,80,113,276,188,102,182,73
MT013,DC008,103,143,149,160,135,183,191,177,176,117
MT014,DC008,216,206,144,180,193,337,255,169,254,116
MT016,DC008,240,150,159,112,257,248,225,239,101,208
MT017,DC008,103,46,107,181,165,86,191,89,268,128
MT018,DC008,98,290,138,158,57,255,105,293,129,228
MT019,DC008,245,181,57,137,76,106,61,174,195,209
MT020,DC008,199,293,220,167,239,192,109,236,279,222
MT025,DC008,142,71,40,119,222,59,166,288,111,71
MT026,DC008,131,138,102,114,229,108,66,250,293,222
MT028,DC008,47,101,78,73,57,111,128,205,205,146
MT029,DC008,86,132,66,120,235,100,239,54,258,96
MT030,DC008,139,175,190,234,141,188,98,264,179,184
MT031,DC008,154,173,151,74,53,230,153,71,143,188
MT032,DC008,141,232,207,92,159,214,90,126,201,206
MT033,DC008,60,202,67,287,55,220,91,149,232,239
MT035,DC008,146,257,121,170,275,155,71,58,216,285
MT036,DC008,276,206,73,234,105,125,185,79,137,259
MT021,DC008,1074,220,169,696,382,702,544,701,578,817
MT023,DC008,370,556,620,406,344,224,632,406,179,652
MT002,DC008,38,100,24,100,129,103,95,114,76,46
MT003,DC008,37,116,84,59,114,84,152,134,111,92
MT006,DC008,51,94,107,51,82,53,47,33,116,48
MT012,DC008,67,57,48,131,55,94,116,40,73,72
MT015,DC008,33,138,28,143,60,134,72,148,83,55
MT022,DC008,99,45,149,133,117,164,168,113,78,139
MT024,DC008,71,49,47,31,92,118,116,97,60,109
MT027,DC008,163,90,106,153,101,49,110,40,187,139
MT034,DC008,45,22,93,40,52,39,114,43,145,97
MT001,DC009,139,207,177,45,139,128,65,32,148,86
MT004,DC009,60,141,71,120,112,188,72,215,85,213
MT005,DC009,160,76,130,105,163,136,72,60,127,134
MT007,DC009,105,77,33,31,261,195,59,104,74,211
MT008,DC009,120,219,122,178,210,159,161,153,83,188
MT009,DC009,160,55,76,83,240,90,173,157,55,153
MT010,DC009,140,77,80,234,181,248,241,68,181,130
MT011,DC009,51,147,33,81,102,112,79,207,59,240
MT013,DC009,85,81,43,109,52,181,107,280,180,112
MT014,DC009,181,98,109,123,120,162,196,51,125,144
MT016,DC009,165,271,259,92,220,95,138,78,81,115
MT017,DC009,133,100,199,46,148,111,220,117,47,45
MT018,DC009,240,169,48,170,100,177,126,188,104,95
MT019,DC009,101,139,137,212,258,89,190,86,54,120
MT020,DC009,236,102,41,210,113,121,125,60,258,226
MT025,DC009,99,176,169,167,88,181,231,151,259,70
MT026,DC009,231,180,97,76,42,86,154,104,172,192
MT028,DC009,221,80,158,100,161,114,223,169,78,94
MT029,DC009,262,190,69,154,121,147,150,158,185,151
MT030,DC009,78,190,209,224,65,207,79,138,102,202
MT031,DC009,218,51,141,101,197,197,119,134,118,82
MT032,DC009,120,134,212,187,139,269,130,84,62,157
MT033,DC009,66,75,53,86,169,174,161,135,245,95
MT035,DC009,185,71,151,50,93,153,138,137,192,238
MT036,DC009,62,230,190,212,84,214,61,86,137,38
MT021,DC009,448,536,347,504,386,351,145,327,458,274
MT023,DC009,101,912,172,391,628,585,193,915,407,519
MT002,DC009,139,76,80,26,94,24,62,91,94,80
MT003,DC009,44,89,132,71,63,48,162,46,100,60
MT006,DC009,46,79,102,42,101,55,132,39,29,29
MT012,DC009,92,144,119,54,94,84,123,166,151,23
MT015,DC009,126,46,44,29,89,115,112,79,47,56
MT022,DC009,173,111,46,100,28,68,69,134,107,70
MT024,DC009,126,94,110,77,51,77,134,114,80,92
MT027,DC009,68,73,50,112,21,141,92,95,79,83
MT034,DC009,120,69,56,81,113,48,37,75,54,64
MT001,DC010,239,217,108,165,299,208,100,149,123,148
MT004,DC010,81,364,124,200,187,121,266,264,95,272
MT005,DC010,247,264,109,276,112,74,183,120,125,194
MT007,DC010,181,111,60,65,134,351,176,196,390,77
MT008,DC010,106,190,84,309,366,139,285,232,140,187
MT009,DC010,260,71,362,213,444,231,103,255,57,326
MT010,DC010,215,330,281,150,263,108,221,240,284,316
MT011,DC010,263,300,215,197,189,287,337,253,226,206
MT013,DC010,80,238,104,148,242,316,149,397,185,231
MT014,DC010,273,89,407,170,178,256,363,195,189,381
MT016,DC010,206,211,56,126,179,61,195,345,321,403
MT017,DC010,147,127,416,237,107,130,246,285,156,239
MT018,DC010,226,310,163,311,256,171,338,183,365,130
MT019,DC010,174,181,153,185,288,306,185,292,105,357
MT020,DC010,226,396,233,162,289,253,75,283,98,295
MT025,DC010,209,207,142,280,173,340,151,246,115,130
MT026,DC010,127,326,82,126,388,218,148,83,85,235
MT028,DC010,182,277,136,103,283,215,66,85,166,404
MT029,DC010,335,250,118,55,183,439,200,228,225,152
MT030,DC010,331,276,257,396,187,122,124,115,181,250
MT031,DC010,321,324,217,219,148,71,118,184,308,178
MT032,DC010,312,81,146,197,111,190,261,93,157,67
MT033,DC010,297,271,71,182,150,105,237,225,189,250
MT035,DC010,248,325,132,238,353,175,243,302,77,199
MT036,DC010,128,161,120,208,74,272,249,222,203,159
MT021,DC010,730,323,1164,303,594,942,494,453,1319,387
MT023,DC010,755,1031,555,924,453,614,914,595,708,588
MT002,DC010,63,20,69,80,37,96,98,97,33,72
MT003,DC010,86,97,78,38,31,25,54,19,71,69
MT006,DC010,62,68,23,92,51,89,23,47,91,91
MT012,DC010,105,88,86,49,50,68,79,72,21,23
MT015,DC010,38,79,88,73,87,103,30,20,48,51
MT022,DC010,30,70,26,80,34,61,103,31,52,59
MT024,DC010,26,30,96,27,63,112,27,41,68,119
MT027,DC010,105,16,82,72,96,30,64,53,44,54
MT034,DC010,24,25,52,60,93,23,78,33,27,70
MT001,SF001,110,97,63,33,37,75,67,75,84,100
MT004,SF001,110,137,108,132,102,109,40,95,106,149
MT005,SF001,72,61,57,62,56,117,126,86,72,61
MT007,SF001,58,77,122,34,84,25,156,32,164,139
MT008,SF001,125,84,79,143,137,178,55,33,105,69
MT009,SF001,68,116,76,97,97,148,48,83,64,25
MT010,SF001,61,176,75,80,28,79,117,56,58,53
MT011,SF001,73,144,67,134,43,154,96,47,41,50
MT013,SF001,129,144,103,134,100,96,38,94,145,112
MT014,SF001,109,35,103,151,84,129,58,64,44,163
MT016,SF001,139,113,117,157,64,107,32,81,86,53
MT017,SF001,112,148,41,36,29,114,72,83,52,34
MT018,SF001,43,141,114,44,73,122,61,126,47,34
MT019,SF001,38,90,142,46,110,40,70,81,65,139
MT020,SF001,106,66,172,146,46,88,140,52,147,55
MT025,SF001,101,23,96,178,103,93,104,26,83,167
MT026,SF001,122,109,139,41,143,107,169,65,116,94
MT028,SF001,124,153,55,25,50,136,99,115,40,40
MT029,SF001,32,42,45,55,37,83,120,155,168,122
MT030,SF001,59,51,120,148,77,148,118,167,58,84
MT031,SF001,153,65,72,65,30,53,34,26,20,76
MT032,SF001,154,47,58,145,28,84,78,107,152,67
MT033,SF001,48,145,117,40,87,163,122,184,167,112
MT035,SF001,41,106,33,87,66,57,76,32,150,121
MT036,SF001,46,91,110,112,90,148,107,108,48,72
MT021,SF001,350,295,362,280,246,300,132,358,180,265
MT023,SF001,415,231,340,202,165,166,270,501,114,70
MT002,SF001,30,54,34,44,76,122,103,65,48,42
MT003,SF001,103,33,32,86,56,60,29,105,37,129
MT006,SF001,39,43,33,58,30,93,67,126,118,99
MT012,SF001,85,89,65,52,112,88,95,35,99,64
MT015,SF001,61,67,63,52,50,54,70,45,102,82
MT022,SF001,94,49,93,85,33,32,83,85,52,104
MT024,SF001,18,89,100,84,109,60,68,116,38,83
MT027,SF001,90,75,30,39,95,76,122,56,28,34
MT034,SF001,52,24,69,56,66,91,89,66,39,33
MT001,SF002,99,74,33,140,82,82,50,73,66,70
MT004,SF002,117,50,91,100,55,135,38,36,143,145
MT005,SF002,87,57,107,57,85,83,90,115,143,56
MT007,SF002,41,85,56,37,23,109,47,64,99,48
MT008,SF002,42,116,120,55,112,99,31,144,108,91
MT009,SF002,63,83,115,44,113,106,79,74,35,45
MT010,SF002,81,63,44,133,57,38,53,48,95,43
MT011,SF002,82,70,87,62,41,47,59,73,73,34
MT013,SF002,36,102,43,99,137,54,23,91,70,100
MT014,SF002,81,39,98,125,72,73,74,82,22,36
MT016,SF002,78,97,121,139,52,116,91,36,105,43
MT017,SF002,103,86,68,68,144,107,35,101,35,42
MT018,SF002,88,46,95,65,33,29,44,68,83,118
MT019,SF002,118,71,47,92,96,43,84,52,128,69
MT020,SF002,87,85,136,66,30,103,50,122,80,54
MT025,SF002,103,30,107,105,61,67,31,149,25,99
MT026,SF002,60,63,44,66,63,64,95,76,140,76
MT028,SF002,106,68,48,92,121,56,54,34,119,153
MT029,SF002,84,39,127,151,118,94,110,126,42,65
MT030,SF002,134,35,116,118,86,24,103,43,56,74
MT031,SF002,72,46,58,58,19,96,116,102,79,21
MT032,SF002,43,81,43,47,28,28,113,27,98,83
MT033,SF002,18,127,103,107,51,29,110,21,99,82
MT035,SF002,61,78,93,91,28,78,89,19,71,25
MT036,SF002,53,50,82,92,31,42,98,31,79,84
MT021,SF002,335,214,123,311,183,282,198,179,311,225
MT023,SF002,304,74,390,219,355,260,432,213,152,183
MT002,SF002,36,93,36,29,60,58,46,54,65,64
MT003,SF002,34,56,53,27,39,49,75,48,29,22
MT006,SF002,89,37,37,82,52,27,73,14,22,18
MT012,SF002,49,18,53,54,24,69,30,52,39,44
MT015,SF002,39,14,40,64,41,25,36,20,55,41
MT022,SF002,72,48,50,42,60,47,45,64,24,77
MT024,SF002,15,52,65,83,42,55,19,23,57,28
MT027,SF002,54,48,62,72,16,24,83,56,66,38
MT034,SF002,11,48,46,64,64,37,55,52,23,48
MT001,SF003,82,170,27,146,84,68,24,23,72,100
MT004,SF003,30,174,76,149,100,93,93,59,130,125
MT005,SF003,121,26,29,102,115,125,126,123,96,28
MT007,SF003,39,65,79,161,90,81,85,58,70,87
MT008,SF003,99,52,79,112,91,23,57,81,100,91
MT009,SF003,37,76,69,111,49,36,66,38,143,71
MT010,SF003,84,147,66,119,69,96,90,110,80,44
MT011,SF003,27,170,164,120,163,32,43,85,87,67
MT013,SF003,32,62,29,26,61,125,54,82,35,82
MT014,SF003,33,75,114,127,118,31,133,142,35,79
MT016,SF003,89,50,31,104,140,118,57,66,123,107
MT017,SF003,81,26,61,36,85,121,36,101,109,113
MT018,SF003,105,34,140,67,47,22,46,51,127,66
MT019,SF003,104,98,51,23,73,63,82,122,33,140
MT020,SF003,85,84,58,98,31,64,63,79,58,149
MT025,SF003,29,92,81,46,117,58,98,92,51,99
MT026,SF003,93,125,104,45,48,153,107,117,95,51
MT028,SF003,86,86,149,69,153,98,78,72,37,110
MT029,SF003,60,29,72,92,79,64,67,49,132,40
MT030,SF003,47,73,68,160,47,50,73,109,156,34
MT031,SF003,155,89,134,77,28,99,138,114,52,70
MT032,SF003,58,74,81,130,138,40,57,121,50,104
MT033,SF003,121,52,24,138,87,83,69,75,25,106
MT035,SF003,110,102,124,45,105,54,97,113,126,42
MT036,SF003,97,40,63,80,102,47,39,106,73,134
MT021,SF003,296,346,98,225,264,48,169,179,225,216
MT023,SF003,330,332,208,221,84,93,106,292,183,136
MT002,SF003,104,35,50,55,32,41,73,18,76,63
MT003,SF003,62,66,130,130,64,51,88,71,69,81
MT006,SF003,80,23,126,25,96,38,71,53,126,129
MT012,SF003,95,68,24,45,68,35,127,80,20,25
MT015,SF003,74,36,35,97,41,25,19,42,28,29
MT022,SF003,33,49,40,75,41,59,83,105,56,97
MT024,SF003,43,67,45,65,33,88,18,30,45,90
MT027,SF003,87,87,79,26,18,70,70,33,75,82
MT034,SF003,54,36,50,90,62,74,36,101,35,19
MT001,SF004,87,38,78,44,69,86,99,73,70,115
MT004,SF004,18,65,33,39,35,46,51,52,21,34
MT005,SF004,23,44,96,63,34,113,29,41,18,26
MT007,SF004,116,87,44,42,130,94,89,79,66,22
MT008,SF004,19,94,66,70,47,79,73,40,138,93
MT009,SF004,129,28,52,73,75,16,105,56,21,89
MT010,SF004,88,40,48,31,51,77,67,85,74,18
MT011,SF004,108,85,38,36,65,72,88,39,97,41
MT013,SF004,29,119,51,52,132,33,96,32,30,127
MT014,SF004,21,45,65,26,42,108,73,60,65,31
MT016,SF004,39,74,65,36,63,82,34,53,89,54
MT017,SF004,30,86,49,59,76,39,77,39,138,41
MT018,SF004,53,48,22,47,68,61,21,51,36,99
MT019,SF004,26,60,88,99,91,31,34,96,63,57
MT020,SF004,15,80,85,102,33,60,71,42,113,130
MT025,SF004,72,83,50,118,77,105,28,57,75,75
MT026,SF004,64,47,37,21,56,77,76,49,84,54
MT028,SF004,31,126,43,37,63,60,48,82,63,135
MT029,SF004,76,47,46,44,73,59,53,17,136,79
MT030,SF004,68,62,41,90,83,66,70,34,65,42
MT031,SF004,91,78,31,96,57,73,18,89,27,37
MT032,SF004,29,30,127,58,46,44,37,120,36,30
MT033,SF004,56,83,41,82,25,47,114,74,109,107
MT035,SF004,70,18,63,42,103,24,20,80,71,59
MT036,SF004,107,35,50,23,24,106,78,44,101,30
MT021,SF004,381,451,408,176,103,139,424,488,522,270
MT023,SF004,145,407,195,212,393,165,105,440,304,103
