MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT004,DC004,206,185,193,202,200,185,130,141,213,150
MT005,DC004,197,145,185,126,133,189,167,208,139,189
MT007,DC004,204,145,165,182,128,184,206,172,176,204
MT008,DC004,169,202,178,130,158,208,146,143,135,150
MT009,DC004,193,150,198,161,169,135,176,195,171,210
MT010,DC004,133,174,189,128,137,126,180,185,178,159
MT011,DC004,124,167,159,139,172,171,152,171,165,137
MT013,DC004,182,204,198,163,133,148,121,135,204,156
MT014,DC004,184,172,167,148,172,143,185,187,121,141
MT016,DC004,197,191,180,158,169,150,195,124,124,141
MT017,DC004,137,130,158,176,152,176,152,126,139,208
MT018,DC004,171,156,122,182,148,161,133,161,150,150
MT019,DC004,126,180,130,154,180,184,180,185,150,146
MT020,DC004,128,167,156,156,163,121,150,198,124,193
MT025,DC004,206,154,191,137,197,189,130,172,137,154
MT026,DC004,195,195,150,163,213,133,182,204,154,137
MT028,DC004,204,143,128,191,197,187,184,206,191,143
MT029,DC004,165,202,133,185,124,182,171,152,137,191
MT030,DC004,126,150,132,139,198,133,171,169,174,197
MT031,DC004,180,167,208,145,141,150,187,197,124,198
MT032,DC004,182,182,124,165,191,213,206,161,146,180
MT033,DC004,195,133,146,132,150,137,211,121,206,200
MT035,DC004,133,163,171,156,208,176,128,143,161,163
MT036,DC004,198,176,148,159,161,143,178,189,128,165
MT021,DC004,566,573,660,761,609,725,768,805,783,718
MT023,DC004,761,478,682,624,507,536,486,566,710,710
MT002,DC004,102,106,122,127,136,85,138,111,99,138
MT003,DC004,105,115,121,84,88,126,128,131,134,94
MT006,DC004,105,118,120,102,142,86,97,111,85,136
MT012,DC004,128,117,100,122,117,95,116,101,109,107
MT015,DC004,123,91,109,121,100,112,80,88,132,91
MT022,DC004,94,138,80,95,96,81,109,97,84,130
MT024,DC004,102,104,136,126,85,101,102,109,107,128
MT027,DC004,92,84,141,130,83,109,136,141,136,116
MT034,DC004,126,131,95,131,106,91,132,95,97,105
MT001,DC005,76,77,81,100,93,122,117,117,112,132
MT004,DC005,95,89,103,94,89,122,131,125,85,125
MT005,DC005,121,88,102,98,84,121,109,134,121,110
MT007,DC005,114,83,98,132,103,129,135,94,124,123
MT008,DC005,125,110,87,103,91,112,97,96,132,78
MT009,DC005,111,116,105,104,111,105,94,118,124,88
MT010,DC005,83,102,93,97,128,124,132,77,81,107
MT011,DC005,131,116,83,98,134,95,118,94,126,83
MT013,DC005,84,78,90,89,84,81,132,132,98,78
MT014,DC005,107,78,135,81,126,112,102,96,103,110
MT016,DC005,122,82,78,119,80,84,96,94,134,114
MT017,DC005,84,105,110,110,107,130,108,134,103,82
MT018,DC005,100,78,104,126,110,97,116,77,82,130
MT019,DC005,90,112,82,95,89,82,128,89,95,76
MT020,DC005,134,83,103,111,129,132,129,110,135,89
MT025,DC005,124,130,124,117,100,91,116,110,87,121
MT026,DC005,132,104,91,115,97,124,102,98,112,96
MT028,DC005,135,110,81,115,100,87,128,114,85,91
MT029,DC005,98,104,111,83,115,87,81,103,87,77
MT030,DC005,121,100,123,87,134,108,77,78,88,78
MT031,DC005,124,129,125,135,109,88,84,118,96,122
MT032,DC005,104,128,81,117,93,132,121,82,100,85
MT033,DC005,90,102,132,94,102,95,128,84,122,104
MT035,DC005,94,83,128,98,134,88,80,108,115,111
MT036,DC005,87,96,126,76,89,80,87,93,119,115
MT021,DC005,260,226,236,364,287,294,260,358,273,317
MT023,DC005,236,324,327,280,388,297,260,273,354,310
MT002,DC005,73,85,61,69,66,69,77,60,59,69
MT003,DC005,60,55,53,67,70,59,68,66,66,56
MT006,DC005,63,72,82,76,67,83,53,74,82,60
MT012,DC005,73,66,53,76,53,66,64,69,66,71
MT015,DC005,78,63,72,61,84,82,72,67,51,73
MT022,DC005,56,68,73,51,65,54,63,71,79,53
MT024,DC005,73,85,58,51,75,82,83,63,58,70
MT027,DC005,85,66,79,82,53,85,60,56,65,56
MT034,DC005,72,88,76,77,73,74,50,67,76,78
MT001,DC006,148,101,119,96,94,148,142,157,144,155
MT004,DC006,145,146,99,129,167,148,136,110,154,109
MT005,DC006,94,159,162,122,101,120,133,96,139,107
MT007,DC006,96,109,159,128,96,101,116,155,97,106
MT008,DC006,146,148,96,146,97,157,152,135,165,115
MT009,DC006,164,142,141,138,144,107,138,149,125,94
MT010,DC006,106,157,132,120,125,112,96,132,103,96
MT011,DC006,139,142,149,159,151,103,158,133,106,149
MT013,DC006,117,135,107,104,101,96,138,142,165,101
MT014,DC006,119,126,151,112,155,148,115,117,128,128
MT016,DC006,101,157,162,100,120,96,110,110,151,148
MT017,DC006,103,151,165,113,109,129,106,164,152,120
MT018,DC006,158,154,142,161,116,159,138,136,141,162
MT019,DC006,104,112,128,99,122,116,122,104,142,146
MT020,DC006,135,129,129,99,162,144,152,116,133,132
MT025,DC006,99,154,99,138,96,139,101,158,152,129
MT026,DC006,142,112,142,119,112,142,165,110,157,117
MT028,DC006,145,103,103,100,104,129,161,133,155,129
MT029,DC006,129,101,120,135,129,120,112,154,136,135
MT030,DC006,109,136,135,94,116,104,110,123,145,139
MT031,DC006,167,96,135,115,132,136,109,148,167,103
MT032,DC006,162,107,101,126,132,148,116,135,97,158
MT033,DC006,104,109,151,141,94,107,123,130,165,152
MT035,DC006,162,107,164,120,106,120,117,138,145,129
MT036,DC006,158,122,97,99,138,115,101,103,158,158
MT021,DC006,262,412,362,366,301,398,398,387,255,330
MT023,DC006,369,283,384,348,330,247,402,384,298,258
MT002,DC006,120,87,71,91,96,104,86,115,91,87
MT003,DC006,83,98,111,94,92,78,74,70,96,95
MT006,DC006,93,109,113,98,76,80,94,98,119,86
MT012,DC006,114,80,99,93,102,94,77,89,88,120
MT015,DC006,71,76,106,111,105,71,79,92,106,106
MT022,DC006,99,109,110,74,118,89,97,119,102,82
MT024,DC006,95,96,111,73,72,88,95,100,112,118
MT027,DC006,106,68,85,117,100,94,82,114,114,107
MT034,DC006,89,97,91,119,111,114,103,118,104,95
MT001,DC007,167,138,179,138,121,167,141,157,191,167
MT004,DC007,147,123,143,191,153,119,162,177,170,179
MT005,DC007,182,143,128,196,191,193,155,177,191,189
MT007,DC007,141,119,187,140,170,131,118,148,182,196
MT008,DC007,119,174,182,194,165,184,112,179,187,152
MT009,DC007,111,118,155,194,167,196,176,157,147,152
MT010,DC007,123,111,145,179,174,186,176,177,121,174
MT011,DC007,136,135,179,141,143,196,179,177,169,116
MT013,DC007,157,176,152,123,177,157,174,119,194,116
MT014,DC007,170,119,145,169,186,167,136,165,165,145
MT016,DC007,172,136,135,187,191,147,124,164,126,131
MT017,DC007,193,164,126,187,196,158,182,155,184,177
MT018,DC007,123,157,194,164,121,169,164,157,112,141
MT019,DC007,184,111,140,189,152,152,147,128,181,182
MT020,DC007,155,157,179,184,177,174,143,152,187,164
MT025,DC007,162,196,119,181,170,123,169,131,170,157
MT026,DC007,128,193,187,119,160,112,172,123,152,177
MT028,DC007,160,179,177,136,172,174,138,126,116,121
MT029,DC007,141,145,112,135,191,174,160,162,150,182
MT030,DC007,112,194,153,136,130,179,140,164,138,191
MT031,DC007,126,184,133,176,116,169,182,186,169,187
MT032,DC007,111,133,172,123,155,176,157,119,162,194
MT033,DC007,191,167,177,164,162,179,160,138,191,126
MT035,DC007,126,165,170,140,191,133,189,116,176,145
MT036,DC007,179,131,123,193,153,164,124,160,148,135
MT021,DC007,531,567,470,598,537,561,500,531,653,543
MT023,DC007,512,640,512,702,653,683,518,482,695,634
MT002,DC007,60,57,73,62,52,83,65,76,74,60
MT003,DC007,58,72,68,66,85,75,61,72,52,73
MT006,DC007,51,70,79,54,62,53,52,67,50,53
MT012,DC007,86,66,73,57,80,54,57,61,79,57
MT015,DC007,52,60,80,59,54,72,69,69,75,85
MT022,DC007,87,85,86,61,63,70,79,70,85,78
MT024,DC007,85,62,73,73,77,66,65,69,81,51
MT027,DC007,57,85,59,79,67,57,59,75,70,71
MT034,DC007,52,51,87,86,70,70,58,63,71,82
MT001,DC008,166,148,141,202,126,139,204,135,154,164
MT004,DC008,197,172,201,146,121,175,135,170,175,191
MT005,DC008,191,163,130,197,137,182,145,177,143,190
MT007,DC008,159,208,168,119,164,177,199,163,173,191
MT008,DC008,204,195,146,206,148,164,186,150,173,166
MT009,DC008,119,179,177,128,128,193,137,161,173,135
MT010,DC008,135,123,186,181,119,186,152,204,135,152
MT011,DC008,155,117,139,141,123,164,179,146,182,130
MT013,DC008,206,193,202,157,173,123,166,172,148,163
MT014,DC008,146,137,150,202,199,204,206,184,184,157
MT016,DC008,170,135,206,181,182,163,161,181,135,135
MT017,DC008,125,130,137,159,145,188,130,123,175,197
MT018,DC008,125,204,184,170,123,168,201,190,126,170
MT019,DC008,199,179,157,208,166,150,166,121,199,135
MT020,DC008,170,190,195,139,190,186,182,197,181,179
MT025,DC008,159,172,121,143,148,123,184,206,179,154
MT026,DC008,135,148,119,184,155,186,173,175,184,168
MT028,DC008,139,119,125,177,159,139,150,125,163,139
MT029,DC008,128,152,135,154,191,161,154,117,172,125
MT030,DC008,126,152,134,172,125,150,179,163,117,166
MT031,DC008,125,163,154,130,177,141,204,166,181,166
MT032,DC008,137,161,141,164,141,170,130,146,119,175
MT033,DC008,154,135,119,172,146,132,163,121,161,164
MT035,DC008,166,175,199,179,173,119,125,139,134,195
MT036,DC008,197,150,148,175,161,201,195,154,123,159
MT021,DC008,643,490,496,600,483,428,655,490,416,698
MT023,DC008,673,496,704,508,447,520,545,483,447,483
MT002,DC008,80,93,74,89,105,87,98,109,91,68
MT003,DC008,84,70,87,85,111,72,92,113,86,85
MT006,DC008,65,107,76,79,81,109,85,77,70,94
MT012,DC008,95,79,110,93,110,90,85,105,72,91
MT015,DC008,85,82,77,94,71,84,67,90,106,114
MT022,DC008,88,100,88,112,110,97,112,88,64,103
MT024,DC008,74,66,74,72,102,74,94,69,80,99
MT027,DC008,106,110,72,93,109,86,81,113,114,111
MT034,DC008,71,64,83,107,77,71,97,100,106,89
MT001,DC009,156,145,114,142,130,127,139,108,150,108
MT004,DC009,106,152,162,165,102,152,109,171,173,147
MT005,DC009,108,127,155,112,106,127,136,150,115,167
MT007,DC009,112,161,111,100,174,124,145,139,102,124
MT008,DC009,139,138,149,123,133,136,149,161,115,118
MT009,DC009,109,126,135,111,144,100,162,103,103,156
MT010,DC009,99,174,141,152,133,153,142,136,145,114
MT011,DC009,109,102,105,127,132,145,123,171,103,142
MT013,DC009,127,152,130,109,159,112,158,170,135,108
MT014,DC009,124,126,118,135,174,156,152,145,105,167
MT016,DC009,100,165,156,156,155,99,111,111,155,171
MT017,DC009,164,135,141,120,103,150,168,109,147,129
MT018,DC009,158,124,129,124,158,105,138,141,120,123
MT019,DC009,109,114,161,144,171,142,120,99,136,111
MT020,DC009,170,123,106,141,162,168,111,100,173,174
MT025,DC009,141,124,103,108,132,126,153,100,168,167
MT026,DC009,139,133,165,103,102,136,136,142,152,138
MT028,DC009,174,123,115,126,99,123,156,126,167,149
MT029,DC009,170,130,103,162,103,114,152,170,136,153
MT030,DC009,162,174,130,136,111,126,158,135,170,164
MT031,DC009,150,108,103,130,149,136,156,112,106,165
MT032,DC009,158,152,149,132,145,167,115,112,129,159
MT033,DC009,103,139,118,153,112,108,106,150,162,155
MT035,DC009,109,168,170,156,124,138,105,165,164,145
MT036,DC009,164,168,127,142,133,165,105,141,174,121
MT021,DC009,370,360,489,385,375,355,345,454,533,415
MT023,DC009,336,553,390,326,469,518,439,548,380,558
MT002,DC009,100,67,82,81,85,68,90,61,102,67
MT003,DC009,92,104,105,66,103,60,97,74,63,74
MT006,DC009,98,61,79,78,93,84,88,88,68,98
MT012,DC009,77,85,88,96,90,88,86,100,94,75
MT015,DC009,96,80,81,78,92,70,99,61,64,71
MT022,DC009,104,105,74,103,71,99,77,98,65,60
MT024,DC009,95,97,78,68,72,98,88,77,61,62
MT027,DC009,94,100,79,78,63,105,100,77,70,98
MT034,DC009,73,92,74,61,88,61,96,77,64,88
MT001,DC010,215,182,215,194,189,224,199,226,187,164
MT004,DC010,231,238,249,150,176,159,162,256,243,164
MT005,DC010,252,187,231,189,261,238,201,166,192,252
MT007,DC010,252,185,192,203,252,231,263,206,238,208
MT008,DC010,166,213,187,245,236,252,259,150,254,199
MT009,DC010,245,169,226,173,261,266,169,206,159,259
MT010,DC010,178,217,210,176,192,217,159,189,203,259
MT011,DC010,231,182,217,176,256,219,231,171,231,157
MT013,DC010,215,233,196,224,185,259,252,245,261,243
MT014,DC010,231,229,259,155,266,233,231,182,178,259
MT016,DC010,217,194,180,203,252,180,263,261,203,249
MT017,DC010,155,201,252,194,187,261,173,226,256,194
MT018,DC010,159,215,155,185,162,180,206,155,224,189
MT019,DC010,150,224,187,180,178,259,213,263,169,210
MT020,DC010,243,259,238,171,247,266,157,213,229,217
MT025,DC010,180,171,187,217,254,231,201,152,240,155
MT026,DC010,245,231,155,229,249,229,224,208,194,208
MT028,DC010,194,180,194,201,213,159,194,208,166,266
MT029,DC010,208,240,231,171,238,263,171,173,203,192
MT030,DC010,222,164,192,243,182,152,259,213,187,159
MT031,DC010,189,247,217,217,247,215,162,157,259,173
MT032,DC010,226,252,187,224,217,213,233,222,169,196
MT033,DC010,217,236,222,150,150,215,187,245,182,229
MT035,DC010,210,226,152,243,256,206,164,199,247,201
MT036,DC010,164,185,162,210,157,259,206,236,233,173
MT021,DC010,859,588,875,843,716,708,867,708,835,716
MT023,DC010,763,747,867,700,612,620,795,541,843,684
MT002,DC010,65,63,54,51,52,57,68,67,61,53
MT003,DC010,56,69,51,60,72,60,74,64,52,51
MT006,DC010,73,72,49,57,70,54,52,67,67,54
MT012,DC010,75,65,79,46,79,76,49,59,48,75
MT015,DC010,52,65,55,49,57,75,56,63,61,52
MT022,DC010,50,58,73,51,75,76,79,48,77,63
MT024,DC010,71,51,61,57,54,72,71,64,50,76
MT027,DC010,73,54,58,57,59,66,55,55,48,61
MT034,DC010,45,45,79,57,63,61,49,65,73,70
MT001,SF001,66,97,81,107,95,81,70,70,74,90
MT004,SF001,91,101,66,110,65,72,65,101,109,94
MT005,SF001,71,101,76,70,78,75,95,73,71,88
MT007,SF001,86,64,106,112,72,67,109,95,109,104
MT008,SF001,98,82,100,92,109,109,67,109,70,101
MT009,SF001,67,91,83,85,84,99,78,65,94,65
MT010,SF001,74,111,66,71,93,77,71,74,68,106
MT011,SF001,64,92,86,97,71,97,66,73,90,90
MT013,SF001,91,111,66,91,65,88,102,82,103,79
MT014,SF001,84,92,112,93,94,91,84,68,78,108
MT016,SF001,95,97,91,111,95,76,74,72,92,74
MT017,SF001,76,112,64,89,90,80,97,66,64,112
MT018,SF001,65,106,87,108,107,84,73,106,101,88
MT019,SF001,106,89,104,75,99,66,81,105,68,108
MT020,SF001,65,65,112,110,87,67,105,110,102,82
MT025,SF001,97,72,104,109,98,73,65,69,84,108
MT026,SF001,93,65,87,87,107,86,109,65,101,70
MT028,SF001,82,93,110,79,78,91,90,91,73,94
MT029,SF001,72,110,68,65,85,79,109,102,109,105
MT030,SF001,101,79,111,105,109,96,83,102,72,74
MT031,SF001,104,68,69,71,69,90,82,77,66,78
MT032,SF001,106,73,65,97,86,83,69,96,91,100
MT033,SF001,66,94,77,102,88,104,109,109,112,74
MT035,SF001,71,93,99,101,70,69,109,81,105,95
MT036,SF001,106,97,107,108,84,107,74,94,100,94
MT021,SF001,324,209,264,342,273,248,206,303,291,279
MT023,SF001,303,248,200,285,300,221,333,300,285,206
MT002,SF001,47,68,68,69,75,79,67,75,69,49
MT003,SF001,75,52,51,75,61,57,45,63,47,78
MT006,SF001,61,62,64,46,62,57,72,77,70,65
MT012,SF001,54,64,53,66,77,74,63,52,77,67
MT015,SF001,80,60,65,51,66,45,47,47,76,58
MT022,SF001,75,52,67,63,70,66,50,55,77,64
MT024,SF001,56,66,65,59,77,71,59,69,58,56
MT027,SF001,68,77,56,69,68,70,77,66,48,59
MT034,SF001,48,61,47,50,63,57,76,73,73,75
MT001,SF002,71,75,70,85,55,71,71,68,80,73
MT004,SF002,90,81,71,89,76,93,89,66,94,89
MT005,SF002,70,83,80,86,93,57,82,85,88,72
MT007,SF002,70,78,55,80,67,85,69,61,80,61
MT008,SF002,85,80,78,79,81,70,66,94,80,76
MT009,SF002,56,78,93,73,94,94,79,75,92,88
MT010,SF002,84,60,76,79,80,66,74,91,61,92
MT011,SF002,57,94,53,93,59,60,83,94,66,69
MT013,SF002,79,82,71,66,85,56,67,59,67,74
MT014,SF002,80,64,90,82,90,73,76,58,56,78
MT016,SF002,80,76,82,92,56,71,76,65,76,65
MT017,SF002,88,66,62,91,89,90,60,85,61,85
MT018,SF002,56,83,69,76,56,71,56,82,66,89
MT019,SF002,80,60,57,93,89,62,59,68,89,85
MT020,SF002,82,73,89,87,89,85,93,76,57,64
MT025,SF002,92,62,66,77,85,53,72,94,75,77
MT026,SF002,57,81,82,84,58,61,76,84,89,92
MT028,SF002,91,81,58,65,92,71,94,69,94,94
MT029,SF002,89,54,77,89,84,60,73,80,73,80
MT030,SF002,80,75,76,94,56,79,77,53,58,71
MT031,SF002,62,66,66,79,57,74,79,77,61,59
MT032,SF002,76,72,62,58,94,62,71,71,76,89
MT033,SF002,57,75,82,82,62,80,65,68,71,65
MT035,SF002,58,83,57,59,81,62,72,63,85,65
MT036,SF002,76,66,74,83,85,68,80,63,76,72
MT021,SF002,302,246,292,243,208,192,230,259,186,227
MT023,SF002,189,238,302,197,238,208,275,273,227,176
MT002,SF002,42,60,53,51,51,52,38,59,55,42
MT003,SF002,40,53,49,36,60,57,57,37,35,35
MT006,SF002,58,43,45,51,49,37,53,46,38,50
MT012,SF002,55,44,40,51,55,56,58,58,43,53
MT015,SF002,47,45,49,47,35,38,39,37,59,61
MT022,SF002,56,44,59,37,48,52,39,54,37,53
MT024,SF002,41,45,39,61,46,44,59,44,49,40
MT027,SF002,42,57,54,48,38,40,53,35,39,58
MT034,SF002,38,59,42,58,55,44,39,45,45,39
MT001,SF003,73,102,72,89,66,96,80,73,63,84
MT004,SF003,76,104,71,94,76,73,89,92,87,96
MT005,SF003,76,65,98,67,68,78,88,87,67,83
MT007,SF003,92,70,64,104,94,78,90,74,81,102
MT008,SF003,84,77,84,68,62,67,96,86,94,84
MT009,SF003,90,89,60,86,101,78,92,89,99,72
MT010,SF003,88,87,87,78,68,79,98,76,59,65
MT011,SF003,76,100,99,102,99,73,69,73,61,69
MT013,SF003,69,78,84,60,74,88,87,81,99,73
MT014,SF003,99,63,68,91,73,67,102,104,72,83
MT016,SF003,63,69,81,64,83,100,66,91,78,67
MT017,SF003,60,87,74,66,69,87,66,98,75,81
MT018,SF003,74,66,97,98,90,67,75,67,86,81
MT019,SF003,96,92,69,78,60,67,66,83,67,87
MT020,SF003,102,102,67,98,80,96,80,102,83,89
MT025,SF003,69,67,77,64,69,76,63,86,78,71
MT026,SF003,95,104,93,67,74,103,96,98,78,99
MT028,SF003,70,74,104,97,94,100,87,88,61,83
MT029,SF003,75,80,87,91,81,100,68,60,96,104
MT030,SF003,78,64,92,99,61,63,96,104,97,76
MT031,SF003,102,91,84,66,94,73,93,103,72,104
MT032,SF003,96,88,79,85,98,81,66,94,69,94
MT033,SF003,96,86,65,104,78,89,62,66,60,92
MT035,SF003,69,60,77,59,68,73,94,68,82,97
MT036,SF003,70,74,91,69,63,63,90,95,61,84
MT021,SF003,191,206,148,146,158,137,135,156,154,193
MT023,SF003,214,223,206,141,179,233,177,179,181,235
MT002,SF003,78,60,69,63,52,64,66,51,50,49
MT003,SF003,54,52,80,83,81,51,59,68,79,65
MT006,SF003,68,57,81,79,73,47,69,60,82,81
MT012,SF003,57,66,70,51,73,58,80,54,48,64
MT015,SF003,80,50,61,58,70,49,48,57,71,62
MT022,SF003,65,76,83,58,49,59,63,81,60,61
MT024,SF003,52,55,65,48,53,60,57,55,63,60
MT027,SF003,63,81,59,57,55,60,83,58,83,70
MT034,SF003,49,63,63,66,63,73,52,67,63,53
MT001,SF004,76,64,84,50,56,58,83,73,61,72
MT004,SF004,57,69,57,51,60,82,57,63,61,60
MT005,SF004,56,62,78,64,48,79,73,69,54,54
MT007,SF004,81,69,81,56,84,57,53,55,60,63
MT008,SF004,63,60,70,86,85,60,75,69,85,57
MT009,SF004,83,51,63,86,48,50,68,66,57,58
MT010,SF004,73,72,73,58,75,60,49,59,72,58
MT011,SF004,69,62,53,54,60,86,67,60,68,65
MT013,SF004,63,71,78,77,82,66,67,57,80,83
MT014,SF004,59,65,82,57,60,66,75,63,50,75
MT016,SF004,60,52,53,70,60,75,78,66,72,79
MT017,SF004,79,53,81,55,69,69,84,64,82,54
MT018,SF004,59,86,72,51,54,79,58,49,81,74
MT019,SF004,53,54,84,59,54,74,82,57,58,78
MT020,SF004,48,84,64,72,59,67,70,72,84,79
MT025,SF004,86,74,75,84,59,74,60,58,57,72
MT026,SF004,56,79,62,63,72,73,74,62,50,69
MT028,SF004,62,80,51,65,68,54,60,73,48,82
MT029,SF004,67,53,57,53,49,78,65,54,82,71
MT030,SF004,54,56,69,55,60,72,57,71,48,49
MT031,SF004,84,72,83,57,74,59,60,62,49,73
MT032,SF004,49,71,77,67,58,72,68,77,69,71
MT033,SF004,54,53,64,50,54,67,69,58,79,82
MT035,SF004,64,50,56,54,69,72,63,57,65,48
MT036,SF004,68,57,84,60,60,67,58,63,72,51
MT021,SF004,340,392,389,392,278,396,396,364,326,250
MT023,SF004,285,295,354,354,264,337,257,389,239,250
